,song_popularity,explicit,track_number,duration_ms,key,mode,time_signature,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,valence,tempo,artist_1,artist_2,followers_artist1,popularity_artist1,genres_artist1,followers_artist2,popularity_artist2,genres_artist2,artist1_num_available_markets,artist2_num_available_markets,release_date_year,modularity_class_artist1,modularity_class_artist2,clustering_genre_artist1,clustering_genre_artist2
1870,average,True,1,230785,3,0,4,0.0372,0.511,0.698,0.0,0.0837,-7.119,0.391,0.373,91.32,Kollegah,Farid Bang,1300550,72,['german hip hop'],680177,73,['german hip hop'],53.0,52.0,2018,3,3,0.350427,0.350427
1871,low,True,1,162213,5,0,4,0.0431,0.421,0.928,0.0,0.301,-4.478,0.296,0.612,76.152,Kollegah,Farid Bang,1300550,72,['german hip hop'],680177,73,['german hip hop'],53.0,52.0,2013,3,3,0.350427,0.350427
1872,low,True,7,150000,8,0,4,0.11,0.464,0.751,0.0,0.0962,-7.496,0.278,0.691,84.898,Kollegah,Farid Bang,1300550,72,['german hip hop'],680177,73,['german hip hop'],53.0,52.0,2018,3,3,0.350427,0.350427
1873,low,True,4,170693,2,1,4,0.00665,0.464,0.649,0.0,0.0902,-8.367,0.143,0.283,87.073,Kollegah,Farid Bang,1300550,72,['german hip hop'],680177,73,['german hip hop'],53.0,52.0,2016,3,3,0.350427,0.350427
1874,low,True,4,140083,10,0,4,0.056,0.618,0.76,0.0,0.248,-6.368,0.277,0.419,92.123,Kollegah,Farid Bang,1300550,72,['german hip hop'],680177,73,['german hip hop'],53.0,52.0,2018,3,3,0.350427,0.350427
1875,low,True,5,186798,1,1,4,0.0757,0.58,0.639,0.0,0.0942,-6.027,0.388,0.308,137.839,Kollegah,Farid Bang,1300550,72,['german hip hop'],680177,73,['german hip hop'],53.0,52.0,2018,3,3,0.350427,0.350427
1876,low,False,1,176266,10,0,4,0.189,0.658,0.62,0.0,0.107,-7.655,0.434,0.569,140.56,Sinan-G,Farid Bang,57766,62,"['deep german hip hop', 'german cloud rap', 'german hip hop']",680177,73,['german hip hop'],79.0,52.0,2019,3,3,0.785714,0.350427
1877,average,True,1,233960,7,0,4,0.0642,0.731,0.76,0.0,0.153,-5.423,0.457,0.578,94.999,18 Karat,Hemso,223575,65,"['deep german hip hop', 'german cloud rap', 'german hip hop']",32853,61,"['deep german hip hop', 'german hip hop', 'german underground rap']",72.0,79.0,2019,3,3,0.785714,0.785714
1878,average,True,5,175333,6,0,4,0.0194,0.723,0.589,0.0,0.275,-4.601,0.321,0.398,170.051,18 Karat,AK Ausserkontrolle,223575,65,"['deep german hip hop', 'german cloud rap', 'german hip hop']",534676,71,"['deep german hip hop', 'german hip hop']",72.0,45.0,2019,3,3,0.785714,0.785714
1879,low,True,13,165026,1,1,4,0.272,0.694,0.836,0.0,0.124,-4.305,0.404,0.668,94.722,Capital Bra,AK Ausserkontrolle,3286611,82,['german hip hop'],534676,71,"['deep german hip hop', 'german hip hop']",47.0,45.0,2017,3,3,0.350427,0.785714
1880,low,True,10,201881,1,1,4,0.217,0.794,0.55,0.0,0.263,-6.083,0.267,0.487,161.91,Capital Bra,AK Ausserkontrolle,3286611,82,['german hip hop'],534676,71,"['deep german hip hop', 'german hip hop']",47.0,45.0,2018,3,3,0.350427,0.785714
1881,average,True,9,155426,9,1,4,0.0654,0.626,0.76,9.15e-06,0.0697,-4.926,0.377,0.407,99.092,Capital Bra,AK Ausserkontrolle,3286611,82,['german hip hop'],534676,71,"['deep german hip hop', 'german hip hop']",47.0,45.0,2017,3,3,0.350427,0.785714
1882,low,False,9,137856,6,0,4,0.246,0.529,0.685,0.0239,0.0761,-6.34,0.392,0.644,93.055,Sa4,AK Ausserkontrolle,182647,63,"['deep german hip hop', 'german hip hop', 'german underground rap']",534676,71,"['deep german hip hop', 'german hip hop']",79.0,45.0,2017,3,3,0.785714,0.785714
1883,low,True,1,211000,9,0,4,0.232,0.8,0.581,1.1e-06,0.114,-5.536,0.167,0.461,120.054,Gringo,AK Ausserkontrolle,197960,67,"['german hip hop', 'latin hip hop', 'reggaeton']",534676,71,"['deep german hip hop', 'german hip hop']",54.0,45.0,2018,2,3,0.350427,0.785714
1884,average,False,12,234518,0,1,5,0.615,0.604,0.705,0.0,0.0973,-5.749,0.404,0.662,117.412,Kontra K,AK Ausserkontrolle,1479926,77,"['christlicher rap', 'german hip hop']",534676,71,"['deep german hip hop', 'german hip hop']",42.0,45.0,2017,0,3,0.0,0.785714
1885,low,False,9,265853,6,1,4,0.242,0.517,0.738,0.0,0.207,-6.393,0.377,0.711,95.111,Kontra K,AK Ausserkontrolle,1479926,77,"['christlicher rap', 'german hip hop']",534676,71,"['deep german hip hop', 'german hip hop']",42.0,45.0,2018,0,3,0.0,0.785714
1886,average,True,9,150400,7,1,5,0.151,0.796,0.577,5.93e-05,0.104,-5.654,0.353,0.263,128.004,Kontra K,AK Ausserkontrolle,1479926,77,"['christlicher rap', 'german hip hop']",534676,71,"['deep german hip hop', 'german hip hop']",42.0,45.0,2019,0,3,0.0,0.785714
1887,low,False,1,265853,6,1,4,0.242,0.517,0.738,0.0,0.207,-6.393,0.377,0.711,95.111,Kontra K,AK Ausserkontrolle,1479926,77,"['christlicher rap', 'german hip hop']",534676,71,"['deep german hip hop', 'german hip hop']",42.0,45.0,2018,0,3,0.0,0.785714
1888,low,True,3,176733,11,1,4,0.023,0.896,0.636,0.0,0.126,-5.919,0.317,0.381,92.973,Bushido,AK Ausserkontrolle,1002581,69,"['deep german hip hop', 'german hip hop']",534676,71,"['deep german hip hop', 'german hip hop']",46.0,45.0,2017,3,3,0.785714,0.785714
1889,average,True,6,163506,2,1,4,0.011,0.943,0.733,0.0,0.0684,-4.908,0.247,0.323,102.961,Olexesh,AK Ausserkontrolle,711963,68,['german hip hop'],534676,71,"['deep german hip hop', 'german hip hop']",78.0,45.0,2018,3,3,0.350427,0.785714
1890,high,True,1,187426,1,0,4,0.0412,0.565,0.589,2.04e-06,0.0932,-6.941,0.169,0.0774,101.649,18 Karat,Nura,223575,65,"['deep german hip hop', 'german cloud rap', 'german hip hop']",154985,60,"['german cloud rap', 'german hip hop', 'german pop']",72.0,79.0,2019,3,3,0.785714,0.461538
1891,low,True,1,149173,5,0,4,0.228,0.484,0.667,3.86e-05,0.103,-5.818,0.213,0.352,173.762,Manuellsen,Nura,135892,62,"['deep german hip hop', 'german hip hop']",154985,60,"['german cloud rap', 'german hip hop', 'german pop']",53.0,79.0,2019,3,3,0.785714,0.461538
1892,low,True,8,202864,5,1,5,0.254,0.571,0.741,0.0,0.163,-5.062,0.319,0.555,112.074,Bausa,Nura,814835,73,"['german hip hop', 'german pop']",154985,60,"['german cloud rap', 'german hip hop', 'german pop']",79.0,79.0,2018,3,3,0.350427,0.461538
1893,low,False,1,172586,5,0,4,0.0255,0.877,0.532,0.0216,0.0884,-10.853,0.0455,0.711,114.952,Remoe,Nura,29930,52,['german hip hop'],154985,60,"['german cloud rap', 'german hip hop', 'german pop']",79.0,79.0,2018,3,3,0.350427,0.461538
1894,average,False,6,218702,9,0,4,0.0168,0.685,0.885,2.25e-05,0.179,-4.248,0.211,0.629,144.05,Seeed,Nura,537173,67,"['german hip hop', 'german pop', 'german reggae']",154985,60,"['german cloud rap', 'german hip hop', 'german pop']",78.0,79.0,2019,3,3,0.350427,0.461538
1895,high,False,9,229573,1,0,4,0.0906,0.499,0.8,0.0,0.147,-2.665,0.0502,0.272,139.919,Post Malone,Ozzy Osbourne,24460203,95,"['dfw rap', 'melodic rap', 'rap']",2823962,78,"['album rock', 'birmingham metal', 'hard rock', 'metal', 'rock']",43.0,40.0,2019,1,1,0.537374,0.488889
1896,low,False,9,229573,1,0,4,0.0906,0.499,0.8,0.0,0.147,-2.665,0.0502,0.272,139.919,Post Malone,Ozzy Osbourne,24460203,95,"['dfw rap', 'melodic rap', 'rap']",2823962,78,"['album rock', 'birmingham metal', 'hard rock', 'metal', 'rock']",43.0,40.0,2019,1,1,0.537374,0.488889
1897,high,True,7,245266,0,1,4,0.19,0.614,0.66,0.0,0.211,-2.848,0.0441,0.452,145.01,Post Malone,Halsey,24460203,95,"['dfw rap', 'melodic rap', 'rap']",10299167,90,"['dance pop', 'electropop', 'etherpop', 'indie poptimism', 'pop', 'post-teen pop']",43.0,69.0,2019,1,1,0.537374,0.153198
1898,high,False,1,244960,8,1,4,0.414,0.748,0.524,0.0,0.111,-5.599,0.0338,0.661,95.01,The Chainsmokers,Halsey,15949888,88,"['electropop', 'pop', 'tropical house']",10299167,90,"['dance pop', 'electropop', 'etherpop', 'indie poptimism', 'pop', 'post-teen pop']",32.0,69.0,2016,1,1,0.26567,0.153198
1899,high,True,3,268866,2,1,4,0.0534,0.589,0.731,0.0,0.308,-6.343,0.0868,0.191,87.908,G-Eazy,Halsey,4411216,85,"['hip hop', 'indie pop rap', 'pop rap', 'rap']",10299167,90,"['dance pop', 'electropop', 'etherpop', 'indie poptimism', 'pop', 'post-teen pop']",52.0,69.0,2017,1,1,0.18692,0.153198
1900,low,True,1,268866,2,1,4,0.0534,0.589,0.731,0.0,0.308,-6.343,0.0868,0.191,87.908,G-Eazy,Halsey,4411216,85,"['hip hop', 'indie pop rap', 'pop rap', 'rap']",10299167,90,"['dance pop', 'electropop', 'etherpop', 'indie poptimism', 'pop', 'post-teen pop']",52.0,69.0,2017,1,1,0.18692,0.153198
1901,high,False,1,170769,6,0,4,0.549,0.632,0.686,0.0,0.2,-7.665,0.243,0.329,89.949,benny blanco,Halsey,526588,79,"['electropop', 'pop', 'pop rap', 'post-teen pop']",10299167,90,"['dance pop', 'electropop', 'etherpop', 'indie poptimism', 'pop', 'post-teen pop']",79.0,69.0,2018,1,1,0.26567,0.153198
1902,high,False,1,173799,6,0,4,0.555,0.56,0.68,0.0,0.116,-7.648,0.321,0.319,89.391,benny blanco,Halsey,526588,79,"['electropop', 'pop', 'pop rap', 'post-teen pop']",10299167,90,"['dance pop', 'electropop', 'etherpop', 'indie poptimism', 'pop', 'post-teen pop']",79.0,69.0,2018,1,1,0.26567,0.153198
1903,high,True,3,213348,1,1,4,0.136,0.77,0.752,9.33e-06,0.106,-6.468,0.15,0.577,113.203,PARTYNEXTDOOR,Halsey,2306341,85,"['pop', 'pop rap', 'rap', 'toronto rap', 'trap', 'urban contemporary']",10299167,90,"['dance pop', 'electropop', 'etherpop', 'indie poptimism', 'pop', 'post-teen pop']",50.0,69.0,2017,1,1,0.122279,0.153198
1904,high,True,1,239507,11,1,4,0.0116,0.464,0.852,0.0,0.108,-3.804,0.067,0.233,160.075,YUNGBLUD,Halsey,810522,76,"['british indie rock', 'modern alternative rock', 'modern rock', 'rock']",10299167,90,"['dance pop', 'electropop', 'etherpop', 'indie poptimism', 'pop', 'post-teen pop']",79.0,69.0,2019,1,1,0.872727,0.153198
1905,high,False,2,229773,11,0,4,0.0923,0.645,0.862,0.0,0.192,-4.757,0.0965,0.798,119.991,BTS,Halsey,17925780,94,"['k-pop', 'k-pop boy group']",10299167,90,"['dance pop', 'electropop', 'etherpop', 'indie poptimism', 'pop', 'post-teen pop']",79.0,69.0,2019,1,1,0.561404,0.153198
1906,low,False,1,230560,10,1,4,0.237,0.546,0.36,0.000648,0.101,-10.54,0.0279,0.206,105.022,Sandy,Tiago Iorc,772272,62,"['baile pop', 'mpb', 'nova mpb', 'pop nacional']",2457752,70,"['brazilian rock', 'folk brasileiro', 'mpb', 'nova mpb']",59.0,26.0,2016,2,0,0.513357,0.0
1907,high,False,5,205467,10,1,4,0.877,0.676,0.374,0.000132,0.165,-8.201,0.0266,0.2,99.825,ANAVITÓRIA,Tiago Iorc,4586154,75,"['folk brasileiro', 'nova mpb', 'pop nacional', 'portuguese pop']",2457752,70,"['brazilian rock', 'folk brasileiro', 'mpb', 'nova mpb']",51.0,26.0,2016,0,0,0.0,0.0
1908,low,False,5,205467,10,1,4,0.854,0.668,0.372,0.000172,0.163,-8.203,0.0269,0.246,99.808,ANAVITÓRIA,Tiago Iorc,4586154,75,"['folk brasileiro', 'nova mpb', 'pop nacional', 'portuguese pop']",2457752,70,"['brazilian rock', 'folk brasileiro', 'mpb', 'nova mpb']",51.0,26.0,2016,0,0,0.0,0.0
1909,average,False,4,215116,0,1,4,0.53,0.58,0.523,0.0,0.116,-7.362,0.032,0.473,139.724,Sandy,ANAVITÓRIA,772272,62,"['baile pop', 'mpb', 'nova mpb', 'pop nacional']",4586154,75,"['folk brasileiro', 'nova mpb', 'pop nacional', 'portuguese pop']",59.0,53.0,2018,2,0,0.513357,0.0
1910,high,False,1,215116,0,1,4,0.53,0.58,0.523,0.0,0.116,-7.362,0.032,0.473,139.724,Sandy,ANAVITÓRIA,772272,62,"['baile pop', 'mpb', 'nova mpb', 'pop nacional']",4586154,75,"['folk brasileiro', 'nova mpb', 'pop nacional', 'portuguese pop']",59.0,53.0,2018,2,0,0.513357,0.0
1911,low,False,9,175270,8,1,4,0.0307,0.776,0.711,0.0,0.0555,-4.28,0.106,0.682,145.973,Projota,ANAVITÓRIA,4512768,72,"['brazilian hip hop', 'pop nacional']",4586154,75,"['folk brasileiro', 'nova mpb', 'pop nacional', 'portuguese pop']",20.0,53.0,2017,0,0,0.0,0.0
1912,low,False,1,175270,8,1,4,0.031,0.778,0.714,1.66e-06,0.0554,-4.332,0.101,0.681,145.843,Projota,ANAVITÓRIA,4512768,72,"['brazilian hip hop', 'pop nacional']",4586154,75,"['folk brasileiro', 'nova mpb', 'pop nacional', 'portuguese pop']",20.0,53.0,2017,0,0,0.0,0.0
1913,high,False,1,262552,7,1,4,0.47,0.617,0.533,0.0,0.114,-6.386,0.0395,0.589,123.959,Rubel,ANAVITÓRIA,256937,62,"['baile pop', 'folk brasileiro', 'nova mpb']",4586154,75,"['folk brasileiro', 'nova mpb', 'pop nacional', 'portuguese pop']",79.0,53.0,2019,0,0,0.513357,0.0
1914,high,False,1,214464,0,1,4,0.718,0.517,0.479,0.0,0.115,-8.201,0.028,0.546,149.182,Nando Reis,ANAVITÓRIA,1729453,69,"['brazilian rock', 'mpb']",4586154,75,"['folk brasileiro', 'nova mpb', 'pop nacional', 'portuguese pop']",64.0,53.0,2018,0,0,0.0,0.0
1915,average,False,1,223579,11,1,5,0.817,0.358,0.209,0.0,0.106,-10.562,0.0329,0.106,87.041,Sandy,Lucas Lima,772272,62,"['baile pop', 'mpb', 'nova mpb', 'pop nacional']",242,34,[],59.0,77.0,2018,2,0,0.513357,0.0
1916,low,False,12,259053,6,0,4,0.101,0.623,0.681,0.0,0.109,-3.742,0.111,0.303,125.962,Marteria,Yasha,685391,63,"['german hip hop', 'german pop']",10911,52,[],79.0,79.0,2017,3,0,0.350427,0.0
1917,average,False,2,222040,10,0,4,0.0403,0.769,0.874,0.0,0.1,-2.951,0.142,0.67,145.0,Marteria,Teutilla,685391,63,"['german hip hop', 'german pop']",126,34,[],79.0,79.0,2017,3,0,0.350427,0.0
1918,high,False,8,220116,1,1,4,0.0482,0.681,0.788,0.0,0.0753,-4.323,0.0785,0.839,170.019,Piso 21,Manuel Turizo,5377875,81,"['colombian pop', 'latin', 'latin pop', 'reggaeton']",5426238,84,"['colombian pop', 'latin', 'reggaeton', 'tropical']",79.0,66.0,2018,2,2,0.434461,0.434461
1919,high,False,1,220116,1,1,4,0.0482,0.681,0.788,0.0,0.0753,-4.323,0.0785,0.839,170.019,Piso 21,Manuel Turizo,5377875,81,"['colombian pop', 'latin', 'latin pop', 'reggaeton']",5426238,84,"['colombian pop', 'latin', 'reggaeton', 'tropical']",79.0,66.0,2017,2,2,0.434461,0.434461
1920,high,False,3,176133,6,1,4,0.315,0.754,0.805,0.0,0.203,-4.249,0.0752,0.555,93.982,Ozuna,Manuel Turizo,22546181,93,"['latin', 'puerto rican pop', 'reggaeton', 'trap latino']",5426238,84,"['colombian pop', 'latin', 'reggaeton', 'tropical']",55.0,66.0,2018,2,2,0.230741,0.434461
1921,low,False,1,176133,6,1,4,0.315,0.754,0.805,0.0,0.203,-4.249,0.0752,0.555,93.983,Ozuna,Manuel Turizo,22546181,93,"['latin', 'puerto rican pop', 'reggaeton', 'trap latino']",5426238,84,"['colombian pop', 'latin', 'reggaeton', 'tropical']",55.0,66.0,2018,2,2,0.230741,0.434461
1922,high,True,12,204563,7,1,4,0.118,0.719,0.753,4.21e-06,0.212,-4.891,0.179,0.675,174.107,Mau y Ricky,Manuel Turizo,1846105,81,"['latin', 'latin pop', 'reggaeton']",5426238,84,"['colombian pop', 'latin', 'reggaeton', 'tropical']",79.0,66.0,2019,2,2,0.230741,0.434461
1923,high,True,1,204453,7,1,4,0.146,0.709,0.771,3.29e-06,0.249,-4.598,0.166,0.709,174.006,Mau y Ricky,Manuel Turizo,1846105,81,"['latin', 'latin pop', 'reggaeton']",5426238,84,"['colombian pop', 'latin', 'reggaeton', 'tropical']",79.0,66.0,2018,2,2,0.230741,0.434461
1924,high,True,1,227233,0,1,3,0.259,0.728,0.542,0.0,0.136,-5.195,0.0514,0.637,90.016,Piso 21,Christian Nodal,5377875,81,"['colombian pop', 'latin', 'latin pop', 'reggaeton']",3371006,83,['regional mexican pop'],79.0,79.0,2019,2,2,0.434461,1.0
1925,high,False,1,201122,5,1,4,0.0204,0.849,0.724,5.98e-06,0.235,-4.139,0.0665,0.63,98.005,Piso 21,Paulo Londra,5377875,81,"['colombian pop', 'latin', 'latin pop', 'reggaeton']",10042392,80,"['argentine hip hop', 'trap argentino', 'trap latino']",79.0,79.0,2018,2,2,0.434461,0.721053
1926,high,False,1,254383,9,0,4,0.307,0.772,0.732,5.14e-06,0.106,-3.713,0.213,0.295,100.048,Becky G,Paulo Londra,8120549,83,"['latin', 'latin viral pop', 'rap latina', 'reggaeton']",10042392,80,"['argentine hip hop', 'trap argentino', 'trap latino']",59.0,79.0,2018,2,2,0.230741,0.721053
1927,high,False,11,200733,10,0,4,0.333,0.747,0.649,0.0,0.172,-6.218,0.219,0.84,88.011,Ed Sheeran,Paulo Londra,62638197,94,"['pop', 'uk pop']",10042392,80,"['argentine hip hop', 'trap argentino', 'trap latino']",79.0,79.0,2019,1,2,0.122279,0.721053
1928,high,False,1,231848,1,1,4,0.0446,0.877,0.777,3.46e-05,0.0863,-4.246,0.117,0.706,102.02,Piso 21,Micro TDH,5377875,81,"['colombian pop', 'latin', 'latin pop', 'reggaeton']",476250,74,['venezuelan hip hop'],79.0,79.0,2018,2,2,0.434461,1.0
1929,high,False,1,214941,1,1,4,0.0161,0.574,0.728,1.42e-06,0.0851,-4.777,0.062,0.266,125.047,Robin Schulz,Erika Sirola,2407293,83,"['dance pop', 'deep euro house', 'deep house', 'edm', 'german dance', 'pop', 'tropical house']",2685,65,['finnish pop'],78.0,79.0,2018,1,1,0.153198,0.857143
1930,average,False,1,227720,10,0,4,0.271,0.711,0.747,0.0,0.328,-6.165,0.061,0.572,100.01,Robin Schulz,HUGEL,2407293,83,"['dance pop', 'deep euro house', 'deep house', 'edm', 'german dance', 'pop', 'tropical house']",35178,67,['deep house'],78.0,49.0,2017,1,1,0.153198,0.80117
1931,average,False,14,227720,10,0,4,0.271,0.711,0.747,0.0,0.328,-6.165,0.061,0.572,100.01,Robin Schulz,HUGEL,2407293,83,"['dance pop', 'deep euro house', 'deep house', 'edm', 'german dance', 'pop', 'tropical house']",35178,67,['deep house'],78.0,49.0,2017,1,1,0.153198,0.80117
1932,high,False,1,164954,11,0,4,0.218,0.842,0.488,0.00718,0.0877,-7.856,0.0844,0.647,126.019,El Profesor,HUGEL,65214,59,['house'],35178,67,['deep house'],14.0,49.0,2018,1,1,0.508367,0.80117
1933,average,False,1,165533,11,0,4,0.196,0.838,0.406,0.00471,0.101,-11.833,0.0878,0.655,126.02,El Profesor,HUGEL,65214,59,['house'],35178,67,['deep house'],14.0,49.0,2018,1,1,0.508367,0.80117
1934,high,False,3,191379,8,1,4,0.112,0.483,0.787,0.0,0.257,-5.244,0.102,0.58,122.058,Robin Schulz,David Guetta,2407293,83,"['dance pop', 'deep euro house', 'deep house', 'edm', 'german dance', 'pop', 'tropical house']",21217257,88,"['dance pop', 'edm', 'pop', 'tropical house']",78.0,71.0,2017,1,1,0.153198,0.153198
1935,high,False,1,191379,8,1,4,0.112,0.483,0.787,0.0,0.257,-5.244,0.102,0.58,122.058,Robin Schulz,David Guetta,2407293,83,"['dance pop', 'deep euro house', 'deep house', 'edm', 'german dance', 'pop', 'tropical house']",21217257,88,"['dance pop', 'edm', 'pop', 'tropical house']",78.0,71.0,2016,1,1,0.153198,0.153198
1936,low,False,1,183636,6,0,4,0.435,0.526,0.52,0.0,0.197,-7.985,0.0569,0.13,149.119,Martin Garrix,David Guetta,13090645,85,"['big room', 'edm', 'pop', 'progressive house', 'tropical house']",21217257,88,"['dance pop', 'edm', 'pop', 'tropical house']",62.0,71.0,2018,1,1,0.356022,0.153198
1937,high,False,1,183636,6,0,4,0.435,0.526,0.52,0.0,0.197,-7.985,0.0569,0.13,149.119,Martin Garrix,David Guetta,13090645,85,"['big room', 'edm', 'pop', 'progressive house', 'tropical house']",21217257,88,"['dance pop', 'edm', 'pop', 'tropical house']",62.0,71.0,2017,1,1,0.356022,0.153198
1938,high,False,1,237372,4,1,4,0.0977,0.542,0.587,0.0,0.2,-6.145,0.035,0.243,136.915,Sia,David Guetta,16230814,86,"['australian dance', 'australian pop', 'dance pop', 'pop']",21217257,88,"['dance pop', 'edm', 'pop', 'tropical house']",36.0,71.0,2018,1,1,0.680952,0.153198
1939,high,False,3,199944,2,1,4,0.006,0.793,0.824,3.29e-06,0.169,-3.476,0.177,0.611,98.019,Sean Paul,David Guetta,2995968,83,"['dance pop', 'dancehall', 'pop', 'pop rap']",21217257,88,"['dance pop', 'edm', 'pop', 'tropical house']",52.0,71.0,2018,1,1,0.153198,0.153198
1940,high,False,1,199944,2,1,4,0.006,0.793,0.824,3.29e-06,0.169,-3.476,0.177,0.611,98.019,Sean Paul,David Guetta,2995968,83,"['dance pop', 'dancehall', 'pop', 'pop rap']",21217257,88,"['dance pop', 'edm', 'pop', 'tropical house']",52.0,71.0,2018,1,1,0.153198,0.153198
1941,high,False,1,195419,0,1,4,0.0776,0.643,0.904,0.0,0.189,-3.694,0.0739,0.481,103.028,Jason Derulo,David Guetta,7565382,81,"['dance pop', 'pop', 'pop rap', 'post-teen pop', 'urban contemporary']",21217257,88,"['dance pop', 'edm', 'pop', 'tropical house']",76.0,71.0,2018,1,1,0.153198,0.153198
1942,high,True,1,184558,8,0,4,0.125,0.765,0.906,0.0,0.423,-2.097,0.0965,0.95,96.071,Dimitri Vegas & Like Mike,David Guetta,2786849,79,"['belgian dance', 'belgian edm', 'big room', 'edm', 'electro house', 'progressive electro house', 'tropical house']",21217257,88,"['dance pop', 'edm', 'pop', 'tropical house']",55.0,71.0,2019,1,1,0.803922,0.153198
1943,high,False,1,184247,8,1,4,0.191,0.678,0.819,0.0,0.159,-3.306,0.0313,0.499,90.004,Dimitri Vegas & Like Mike,David Guetta,2786849,79,"['belgian dance', 'belgian edm', 'big room', 'edm', 'electro house', 'progressive electro house', 'tropical house']",21217257,88,"['dance pop', 'edm', 'pop', 'tropical house']",55.0,71.0,2017,1,1,0.803922,0.153198
1944,high,False,1,228300,2,1,4,0.108,0.747,0.701,0.0,0.0712,-4.902,0.0429,0.589,100.012,Bruno Mars,David Guetta,24868300,88,"['pop', 'post-teen pop']",21217257,88,"['dance pop', 'edm', 'pop', 'tropical house']",79.0,71.0,2017,1,1,0.122279,0.153198
1945,high,False,2,219043,5,0,4,0.0185,0.636,0.815,0.0,0.163,-5.098,0.0581,0.636,123.063,Robin Schulz,Francesco Yates,2407293,83,"['dance pop', 'deep euro house', 'deep house', 'edm', 'german dance', 'pop', 'tropical house']",34460,64,['canadian pop'],78.0,79.0,2015,1,1,0.153198,0.343151
1946,average,False,3,187126,7,0,4,0.196,0.702,0.82,0.0,0.156,-4.323,0.063,0.52,107.936,Robin Schulz,Akon,2407293,83,"['dance pop', 'deep euro house', 'deep house', 'edm', 'german dance', 'pop', 'tropical house']",2278085,81,"['dance pop', 'pop']",78.0,79.0,2015,1,1,0.153198,0.153198
1947,low,True,13,210715,10,0,4,0.389,0.701,0.577,0.0,0.115,-7.108,0.411,0.144,93.866,Bushido,Akon,1002581,69,"['deep german hip hop', 'german hip hop']",2278085,81,"['dance pop', 'pop']",46.0,79.0,2018,3,1,0.785714,0.153198
1948,average,False,2,225960,4,0,4,0.138,0.683,0.538,1.28e-06,0.303,-8.503,0.0599,0.445,110.0,Robin Schulz,Marc Scibilia,2407293,83,"['dance pop', 'deep euro house', 'deep house', 'edm', 'german dance', 'pop', 'tropical house']",15680,53,['indiecoustica'],78.0,79.0,2017,1,1,0.153198,0.777778
1949,high,False,1,189306,7,0,4,0.118,0.653,0.81,0.0,0.126,-6.032,0.0558,0.583,121.951,Robin Schulz,James Blunt,2407293,83,"['dance pop', 'deep euro house', 'deep house', 'edm', 'german dance', 'pop', 'tropical house']",2166654,77,"['neo mellow', 'pop', 'pop rock']",78.0,41.0,2017,1,1,0.153198,0.641379
1950,average,False,1,149008,0,1,4,0.12,0.618,0.659,0.0,0.454,-8.477,0.0504,0.334,120.089,Lost Frequencies,James Blunt,1749263,75,"['belgian edm', 'edm', 'pop', 'tropical house']",2166654,77,"['neo mellow', 'pop', 'pop rock']",9.0,41.0,2018,1,1,0.818182,0.641379
1951,high,False,1,164797,5,1,4,0.0715,0.469,0.801,0.0,0.49,-5.635,0.0834,0.425,124.068,Robin Schulz,HARLOE,2407293,83,"['dance pop', 'deep euro house', 'deep house', 'edm', 'german dance', 'pop', 'tropical house']",2561,61,"['indie electropop', 'la pop']",78.0,79.0,2019,1,1,0.153198,0.769231
1952,high,False,1,195261,5,0,4,0.0212,0.716,0.628,0.0,0.0617,-6.231,0.0473,0.688,97.012,Robin Schulz,Piso 21,2407293,83,"['dance pop', 'deep euro house', 'deep house', 'edm', 'german dance', 'pop', 'tropical house']",5377875,81,"['colombian pop', 'latin', 'latin pop', 'reggaeton']",78.0,79.0,2018,1,2,0.153198,0.434461
1953,average,False,1,176945,1,0,4,0.228,0.776,0.827,0.0,0.0704,-3.162,0.0448,0.896,153.872,Wesley Safadão,Aldair Playboy,7904995,77,['forro'],448709,59,"['brega funk', 'brega romantico', 'forro', 'funk carioca']",79.0,78.0,2018,2,2,1.0,0.833333
1954,high,False,1,208154,6,1,4,0.0708,0.548,0.846,0.0,0.199,-4.256,0.0741,0.811,126.219,Wesley Safadão,Zé Neto & Cristiano,7904995,77,['forro'],10198366,83,['sertanejo universitario'],79.0,65.0,2019,2,2,1.0,0.5
1955,high,False,1,182734,6,1,4,0.724,0.542,0.876,0.0,0.925,-3.378,0.0972,0.634,118.777,Diego & Victor Hugo,Zé Neto & Cristiano,954223,74,"['sertanejo pop', 'sertanejo universitario']",10198366,83,['sertanejo universitario'],79.0,65.0,2019,2,2,0.5,0.5
1956,high,False,1,178213,9,0,4,0.166,0.699,0.86,0.0,0.353,-2.761,0.0769,0.638,137.85,Maiara & Maraisa,Zé Neto & Cristiano,7452538,76,"['sertanejo pop', 'sertanejo universitario']",10198366,83,['sertanejo universitario'],52.0,65.0,2019,2,2,0.5,0.5
1957,low,False,1,178213,9,0,4,0.166,0.699,0.86,0.0,0.353,-2.761,0.0769,0.638,137.85,Maiara & Maraisa,Zé Neto & Cristiano,7452538,76,"['sertanejo pop', 'sertanejo universitario']",10198366,83,['sertanejo universitario'],52.0,65.0,2018,2,2,0.5,0.5
1958,high,False,1,174863,11,1,4,0.621,0.714,0.712,0.0,0.127,-4.403,0.0545,0.789,123.804,Luíza & Maurílio,Zé Neto & Cristiano,151755,70,['sertanejo pop'],10198366,83,['sertanejo universitario'],78.0,65.0,2019,2,2,0.5,0.5
