,song_popularity,explicit,track_number,duration_ms,key,mode,time_signature,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,valence,tempo,artist_1,artist_2,followers_artist1,popularity_artist1,genres_artist1,followers_artist2,popularity_artist2,genres_artist2,artist1_num_available_markets,artist2_num_available_markets,release_date_year,modularity_class_artist1,modularity_class_artist2,clustering_genre_artist1,clustering_genre_artist2
4094,high,False,1,162432,3,0,4,0.38,0.891,0.877,0.0,0.118,-1.586,0.374,0.853,79.99,Dj Guuga,MC WM,228824,70,['funk carioca'],2998633,68,"['baile pop', 'brazilian edm', 'funk carioca', 'funk ostentacao']",79.0,79.0,2019,2,2,0.462293,0.513357
4095,average,True,5,198546,7,1,4,0.0655,0.683,0.934,0.0,0.333,-4.016,0.177,0.604,92.955,Bushido,Animus,1002581,69,"['deep german hip hop', 'german hip hop']",40660,55,"['deep german hip hop', 'german hip hop']",46.0,79.0,2019,3,3,0.785714,0.785714
4096,average,True,1,153200,9,0,4,0.0181,0.545,0.896,0.0,0.113,-5.415,0.351,0.541,92.357,Bushido,Animus,1002581,69,"['deep german hip hop', 'german hip hop']",40660,55,"['deep german hip hop', 'german hip hop']",46.0,79.0,2019,3,3,0.785714,0.785714
4097,average,True,1,166080,10,0,4,0.0376,0.439,0.894,0.0,0.0394,-5.535,0.318,0.69,84.045,Bushido,Animus,1002581,69,"['deep german hip hop', 'german hip hop']",40660,55,"['deep german hip hop', 'german hip hop']",46.0,79.0,2019,3,3,0.785714,0.785714
4098,average,True,1,171905,2,1,5,0.0465,0.615,0.915,0.0,0.241,-4.107,0.403,0.87,117.664,Bushido,Animus,1002581,69,"['deep german hip hop', 'german hip hop']",40660,55,"['deep german hip hop', 'german hip hop']",46.0,79.0,2019,3,3,0.785714,0.785714
4099,average,False,13,194160,7,1,5,0.151,0.514,0.912,0.0,0.128,-4.687,0.357,0.542,121.337,Bushido,Joka,1002581,69,"['deep german hip hop', 'german hip hop']",14615,46,"['deep german hip hop', 'german hip hop']",46.0,79.0,2013,3,3,0.785714,0.785714
4100,low,True,11,190213,7,1,4,0.107,0.521,0.755,0.0,0.488,-4.777,0.377,0.344,81.397,Bushido,Laas Unltd.,1002581,69,"['deep german hip hop', 'german hip hop']",15301,36,['german hip hop'],46.0,0.0,2017,3,3,0.785714,0.350427
4101,low,True,1,238047,2,1,4,0.243,0.744,0.629,0.0,0.0995,-7.321,0.244,0.453,113.048,Bushido,M.O.030,1002581,69,"['deep german hip hop', 'german hip hop']",21907,45,"['deep german hip hop', 'german cloud rap', 'german hip hop', 'german trap']",46.0,40.0,2017,3,3,0.785714,0.785714
4102,low,True,7,237960,2,1,4,0.276,0.742,0.637,0.0,0.0959,-7.053,0.246,0.506,113.024,Bushido,M.O.030,1002581,69,"['deep german hip hop', 'german hip hop']",21907,45,"['deep german hip hop', 'german cloud rap', 'german hip hop', 'german trap']",46.0,40.0,2017,3,3,0.785714,0.785714
4103,low,True,12,170186,1,1,4,0.0435,0.619,0.647,3.48e-06,0.0968,-6.752,0.3,0.535,85.686,Bushido,Ali Bumaye,1002581,69,"['deep german hip hop', 'german hip hop']",169456,53,"['deep german hip hop', 'german hip hop']",46.0,0.0,2017,3,3,0.785714,0.785714
4104,low,False,6,259480,7,1,3,0.261,0.525,0.793,0.0,0.245,-5.41,0.282,0.581,102.904,Bushido,J-Luv,1002581,69,"['deep german hip hop', 'german hip hop']",221,39,[],46.0,0.0,2011,3,0,0.785714,0.0
4105,low,True,5,216693,10,0,4,0.127,0.51,0.501,0.0,0.376,-6.26,0.395,0.24,142.924,Bushido,Shindy,1002581,69,"['deep german hip hop', 'german hip hop']",673461,75,['german hip hop'],46.0,40.0,2017,3,3,0.785714,0.350427
4106,high,True,10,187760,0,0,4,0.167,0.899,0.6,0.0,0.0469,-7.052,0.327,0.685,93.982,Ali Bumaye,Shindy,169456,53,"['deep german hip hop', 'german hip hop']",673461,75,['german hip hop'],79.0,40.0,2016,3,3,0.785714,0.350427
4107,high,False,1,181509,10,0,4,0.42,0.71,0.662,0.0,0.0723,-5.947,0.175,0.755,130.037,Jorja Smith,Preditah,1400637,77,"['pop', 'uk contemporary r&b']",19330,59,"['bass house', 'bassline', 'birmingham grime', 'grime', 'instrumental grime']",40.0,79.0,2017,1,1,0.122279,0.0
4108,average,True,2,130572,1,1,4,0.0111,0.865,0.571,0.0,0.0878,-8.394,0.227,0.377,104.997,King Khalil,Lil Lano,188565,59,"['deep german hip hop', 'german cloud rap', 'german hip hop', 'german trap']",196945,69,"['deep german hip hop', 'german cloud rap', 'german hip hop', 'german trap']",2.0,28.0,2019,3,3,0.785714,0.785714
4109,average,True,1,194339,8,0,4,0.339,0.79,0.56,0.0091,0.11,-8.578,0.279,0.23,99.017,King Khalil,Lil Lano,188565,59,"['deep german hip hop', 'german cloud rap', 'german hip hop', 'german trap']",196945,69,"['deep german hip hop', 'german cloud rap', 'german hip hop', 'german trap']",2.0,28.0,2019,3,3,0.785714,0.785714
4110,average,True,6,173200,11,0,4,0.0127,0.811,0.756,0.0,0.26,-5.512,0.0558,0.62,149.993,King Khalil,Lil Lano,188565,59,"['deep german hip hop', 'german cloud rap', 'german hip hop', 'german trap']",196945,69,"['deep german hip hop', 'german cloud rap', 'german hip hop', 'german trap']",2.0,28.0,2019,3,3,0.785714,0.785714
4111,low,True,1,173200,11,0,4,0.0128,0.812,0.755,0.0,0.258,-5.503,0.0558,0.621,149.984,King Khalil,Lil Lano,188565,59,"['deep german hip hop', 'german cloud rap', 'german hip hop', 'german trap']",196945,69,"['deep german hip hop', 'german cloud rap', 'german hip hop', 'german trap']",2.0,28.0,2018,3,3,0.785714,0.785714
4112,average,True,9,137000,4,0,4,0.503,0.683,0.749,0.0,0.144,-5.703,0.166,0.672,120.153,Sami,Lil Lano,70632,53,['german hip hop'],196945,69,"['deep german hip hop', 'german cloud rap', 'german hip hop', 'german trap']",79.0,28.0,2019,3,3,0.350427,0.785714
4113,average,True,1,137000,4,0,4,0.503,0.683,0.749,0.0,0.144,-5.703,0.166,0.672,120.153,Sami,Lil Lano,70632,53,['german hip hop'],196945,69,"['deep german hip hop', 'german cloud rap', 'german hip hop', 'german trap']",79.0,28.0,2019,3,3,0.350427,0.785714
4114,low,True,1,186112,6,0,3,0.0304,0.52,0.618,0.0,0.129,-6.461,0.325,0.476,69.055,King Khalil,Sami,188565,59,"['deep german hip hop', 'german cloud rap', 'german hip hop', 'german trap']",70632,53,['german hip hop'],2.0,2.0,2019,3,3,0.785714,0.350427
4115,low,True,9,186112,6,0,3,0.0304,0.52,0.618,0.0,0.129,-6.461,0.325,0.476,69.055,King Khalil,Sami,188565,59,"['deep german hip hop', 'german cloud rap', 'german hip hop', 'german trap']",70632,53,['german hip hop'],2.0,2.0,2019,3,3,0.785714,0.350427
4116,average,True,1,198765,2,0,4,0.246,0.672,0.678,0.0,0.162,-6.222,0.328,0.659,107.786,King Khalil,Azan,188565,59,"['deep german hip hop', 'german cloud rap', 'german hip hop', 'german trap']",20365,47,['german hip hop'],2.0,3.0,2019,3,3,0.785714,0.350427
4117,low,True,3,159690,7,1,4,0.0316,0.783,0.726,1.93e-05,0.102,-7.984,0.14,0.704,103.993,King Khalil,Laruzo,188565,59,"['deep german hip hop', 'german cloud rap', 'german hip hop', 'german trap']",34126,52,"['deep german hip hop', 'german hip hop']",2.0,3.0,2019,3,3,0.785714,0.785714
4118,average,False,1,206393,1,0,4,0.045,0.528,0.874,0.0,0.0888,-3.028,0.0456,0.376,105.042,Peking Duk,Elliphant,187491,62,"['aussietronica', 'australian electropop', 'australian indie', 'australian pop', 'edm', 'indietronica']",116933,57,['swedish indie pop'],63.0,79.0,2016,1,0,0.0,0.0
4119,average,False,1,191574,8,1,4,0.00415,0.529,0.722,0.00155,0.207,-5.931,0.0418,0.467,97.004,Peking Duk,Jack River,187491,62,"['aussietronica', 'australian electropop', 'australian indie', 'australian pop', 'edm', 'indietronica']",48337,55,"['australian hip hop', 'australian indie', 'australian pop']",63.0,79.0,2019,1,1,0.0,0.75
4120,average,True,1,218853,8,0,4,0.0387,0.557,0.883,1.61e-05,0.107,-5.069,0.0656,0.588,99.963,Peking Duk,Icona Pop,187491,62,"['aussietronica', 'australian electropop', 'australian indie', 'australian pop', 'edm', 'indietronica']",643882,71,"['candy pop', 'dance pop', 'electropop', 'metropopolis', 'pop', 'swedish electropop', 'swedish synthpop']",63.0,79.0,2017,1,1,0.0,0.865942
4121,low,False,1,228000,0,0,4,0.00127,0.524,0.798,0.00134,0.347,-4.092,0.0491,0.357,100.1,Peking Duk,Nicole Millar,187491,62,"['aussietronica', 'australian electropop', 'australian indie', 'australian pop', 'edm', 'indietronica']",23515,50,"['australian pop', 'gauze pop']",63.0,0.0,2014,1,1,0.0,0.757895
4122,high,True,1,236000,1,1,4,0.234,0.918,0.837,0.0,0.227,-6.792,0.255,0.855,120.017,Joyner Lucas,Logic,1176110,82,"['boston hip hop', 'hip hop', 'pop rap', 'rap']",4587917,84,"['conscious hip hop', 'dmv rap', 'hip hop', 'pop rap', 'rap']",79.0,79.0,2019,1,1,1.0,0.403509
4123,high,False,3,165626,1,0,4,0.162,0.564,0.722,0.0,0.0931,-5.59,0.124,0.276,99.083,OneRepublic,Logic,9770529,85,"['dance pop', 'neo mellow', 'piano rock', 'pop', 'pop rock']",4587917,84,"['conscious hip hop', 'dmv rap', 'hip hop', 'pop rap', 'rap']",40.0,79.0,2018,1,1,0.153198,0.403509
4124,average,True,9,204480,6,0,4,0.0464,0.752,0.631,0.00424,0.126,-7.868,0.284,0.507,145.004,102 Boyz,Chapo102,98786,66,"['deep german hip hop', 'german alternative rap', 'german cloud rap', 'german hip hop', 'german trap']",19203,63,"['german cloud rap', 'german hip hop', 'german trap']",79.0,79.0,2019,3,3,0.785714,0.461538
4125,high,False,1,206279,2,1,4,0.0655,0.618,0.795,0.0,0.309,-1.8,0.113,0.76,185.901,Mau y Ricky,Camilo,1846105,81,"['latin', 'latin pop', 'reggaeton']",1346813,86,"['colombian pop', 'latin', 'reggaeton']",79.0,79.0,2019,2,2,0.230741,0.434461
4126,high,False,1,188467,11,0,4,0.236,0.691,0.773,0.0,0.329,-3.812,0.0355,0.85,92.992,Mau y Ricky,Camilo,1846105,81,"['latin', 'latin pop', 'reggaeton']",1346813,86,"['colombian pop', 'latin', 'reggaeton']",79.0,79.0,2019,2,2,0.230741,0.434461
4127,average,False,10,204013,0,1,4,0.446,0.597,0.785,0.0,0.0821,-4.115,0.0617,0.193,157.974,ONE OK ROCK,Kiiara,2903429,73,"['j-pop', 'j-rock', 'japanese emo', 'visual kei']",660297,68,"['electropop', 'indie poptimism', 'indietronica', 'pop']",27.0,27.0,2019,0,1,0.0,0.26567
4128,average,True,1,223899,0,1,4,0.0404,0.567,0.644,5.03e-06,0.0632,-5.699,0.0278,0.212,140.038,Cheat Codes,Kiiara,1562496,80,"['dance pop', 'edm', 'electro house', 'electropop', 'pop', 'pop edm', 'pop rap', 'post-teen pop', 'tropical house']",660297,68,"['electropop', 'indie poptimism', 'indietronica', 'pop']",40.0,27.0,2018,1,1,0.153198,0.26567
4129,high,True,6,169800,9,1,4,0.0484,0.59,0.671,0.0,0.0604,-6.098,0.0706,0.438,149.982,Linkin Park,Kiiara,15251076,86,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal']",660297,68,"['electropop', 'indie poptimism', 'indietronica', 'pop']",79.0,27.0,2017,1,1,0.835165,0.26567
4130,average,True,1,188737,2,0,4,0.283,0.59,0.702,0.0,0.103,-3.447,0.361,0.574,103.007,AJ,Geko,3766,37,[],132394,62,"['manchester hip hop', 'uk hip hop']",79.0,79.0,2019,0,0,0.0,0.0
4131,average,True,1,252860,11,0,4,0.303,0.674,0.688,0.0,0.14,-5.029,0.246,0.606,99.541,NSG,Geko,117026,65,"['afro dancehall', 'grime', 'uk dancehall', 'uk hip hop']",132394,62,"['manchester hip hop', 'uk hip hop']",79.0,79.0,2017,1,0,0.830049,0.0
4132,high,False,1,215151,11,0,4,0.266,0.817,0.74,0.0,0.0992,-4.566,0.283,0.674,130.04,Marc Anthony,Will Smith,3942882,79,"['latin', 'latin pop', 'modern salsa', 'salsa', 'tropical']",652319,72,['hip hop'],79.0,79.0,2018,2,1,0.230741,0.18692
4133,high,False,1,207977,2,0,4,0.00573,0.582,0.944,1.27e-06,0.547,-0.928,0.185,0.8,143.97,Nicky Jam,Will Smith,11493557,89,"['latin', 'latin hip hop', 'reggaeton', 'tropical']",652319,72,['hip hop'],49.0,79.0,2018,2,1,0.230741,0.18692
4134,low,True,8,193280,5,0,4,0.337,0.807,0.469,6.61e-05,0.108,-6.302,0.102,0.701,105.015,KALIM,Ace Tee,152398,60,"['deep german hip hop', 'german cloud rap', 'german hip hop', 'hamburg hip hop']",18164,37,['hamburg hip hop'],32.0,0.0,2017,3,3,0.785714,0.785714
4135,high,False,12,182613,5,1,5,0.657,0.337,0.331,0.0,0.085,-10.16,0.0385,0.35,103.203,Beyoncé,Childish Gambino,22612079,88,"['dance pop', 'pop', 'post-teen pop', 'r&b']",6206637,83,"['atl hip hop', 'hip hop', 'pop rap', 'rap']",60.0,79.0,2019,1,1,0.153198,0.373684
4136,low,False,1,198320,11,1,4,0.311,0.552,0.675,0.0,0.119,-3.824,0.297,0.586,183.785,Nicky Jam,Sech,11493557,89,"['latin', 'latin hip hop', 'reggaeton', 'tropical']",3725373,92,"['panamanian pop', 'reggaeton']",49.0,59.0,2019,2,2,0.230741,0.933333
4137,high,False,12,198320,11,1,4,0.311,0.552,0.675,0.0,0.119,-3.824,0.297,0.586,183.785,Nicky Jam,Sech,11493557,89,"['latin', 'latin hip hop', 'reggaeton', 'tropical']",3725373,92,"['panamanian pop', 'reggaeton']",49.0,59.0,2019,2,2,0.230741,0.933333
4138,high,True,9,305962,11,1,5,0.121,0.648,0.661,2.33e-06,0.12,-5.027,0.195,0.813,113.363,Justin Quiles,Sech,1629619,88,"['latin', 'reggaeton']",3725373,92,"['panamanian pop', 'reggaeton']",53.0,59.0,2019,2,2,0.230741,0.933333
4139,high,True,1,216066,3,1,4,0.0258,0.727,0.815,0.0,0.231,-2.454,0.153,0.677,176.075,Rich Music LTD,Sech,56351,78,[],3725373,92,"['panamanian pop', 'reggaeton']",40.0,59.0,2019,0,2,0.0,0.933333
4140,low,False,9,148546,4,1,4,0.808,0.461,0.608,3.73e-05,0.318,-8.906,0.0286,0.668,95.019,Elvis Presley,Martina McBride,4111624,80,"['adult standards', 'rock-and-roll', 'rockabilly']",773338,61,"['contemporary country', 'country', 'country dawn', 'country road']",78.0,78.0,2013,0,1,0.497076,0.622989
4141,high,False,1,179164,2,1,4,0.361,0.707,0.664,0.0,0.331,-5.042,0.0382,0.674,124.991,João Gustavo e Murilo,Analaga,184299,67,"['brazilian edm', 'funk carioca', 'sertanejo pop', 'sertanejo universitario']",102304,67,"['sertanejo pop', 'sertanejo universitario']",40.0,40.0,2018,2,2,0.7,0.5
4142,low,False,4,179164,2,1,4,0.361,0.707,0.664,0.0,0.331,-5.042,0.0382,0.674,124.991,João Gustavo e Murilo,Analaga,184299,67,"['brazilian edm', 'funk carioca', 'sertanejo pop', 'sertanejo universitario']",102304,67,"['sertanejo pop', 'sertanejo universitario']",40.0,40.0,2018,2,2,0.7,0.5
4143,average,True,11,225066,10,0,4,0.708,0.591,0.756,0.0,0.332,-8.026,0.143,0.546,82.776,Big Sean,The-Dream,7271979,83,"['detroit hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",760819,69,"['dance pop', 'deep pop r&b', 'hip hop', 'hip pop', 'pop', 'r&b', 'southern hip hop', 'trap', 'urban contemporary']",74.0,79.0,2017,1,1,0.50904,0.153198
4144,average,True,5,452504,9,1,4,0.474,0.569,0.541,0.0,0.254,-6.036,0.381,0.206,82.423,Nas,The-Dream,1883865,76,"['conscious hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'queens hip hop', 'rap']",760819,69,"['dance pop', 'deep pop r&b', 'hip hop', 'hip pop', 'pop', 'r&b', 'southern hip hop', 'trap', 'urban contemporary']",79.0,79.0,2018,1,1,0.403509,0.153198
4145,average,True,6,250760,9,0,4,0.0453,0.624,0.803,0.0,0.318,-5.107,0.218,0.172,92.401,Nas,The-Dream,1883865,76,"['conscious hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'queens hip hop', 'rap']",760819,69,"['dance pop', 'deep pop r&b', 'hip hop', 'hip pop', 'pop', 'r&b', 'southern hip hop', 'trap', 'urban contemporary']",79.0,79.0,2018,1,1,0.403509,0.153198
4146,average,True,14,292520,10,0,5,0.269,0.366,0.639,0.0,0.29,-7.98,0.101,0.168,83.339,Big Sean,The Flint Chozen Choir,7271979,83,"['detroit hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",139,40,[],74.0,79.0,2017,1,0,0.50904,0.0
4147,average,True,7,89866,0,0,3,0.708,0.63,0.488,0.0,0.276,-6.652,0.254,0.719,88.696,Big Sean,TWENTY88,7271979,83,"['detroit hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",282415,54,"['alternative r&b', 'deep pop r&b']",74.0,79.0,2017,1,1,0.50904,0.465047
4148,high,True,1,151066,2,1,4,0.0164,0.684,0.687,0.0,0.253,-4.673,0.2,0.265,184.026,Big Sean,Hit-Boy,7271979,83,"['detroit hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",20453,66,['cali rap'],74.0,79.0,2019,1,1,0.50904,0.598862
4149,low,True,1,256798,10,0,4,0.302,0.539,0.675,0.0,0.105,-5.387,0.265,0.53,97.021,Kalash,Still Fresh,337390,62,"['french hip hop', 'pop urbaine', 'rap antillais']",316686,57,"['francoton', 'french hip hop', 'french pop', 'pop urbaine']",43.0,0.0,2017,3,1,0.454545,0.752381
4150,average,False,9,210266,4,0,4,0.467,0.603,0.962,0.0,0.569,-2.606,0.18,0.768,184.107,Zé Felipe,Menor,1235998,65,"['funk carioca', 'sertanejo pop', 'sertanejo universitario']",22678,45,['funk carioca'],67.0,40.0,2017,2,2,0.462293,0.462293
4151,low,False,1,215217,4,0,4,0.347,0.593,0.951,0.0,0.422,-3.898,0.209,0.756,183.879,Zé Felipe,Menor,1235998,65,"['funk carioca', 'sertanejo pop', 'sertanejo universitario']",22678,45,['funk carioca'],67.0,40.0,2017,2,2,0.462293,0.462293
4152,average,False,1,146424,1,0,4,0.0734,0.84,0.503,0.0,0.0986,-5.132,0.0807,0.541,160.069,Zé Felipe,Naiara Azevedo,1235998,65,"['funk carioca', 'sertanejo pop', 'sertanejo universitario']",5168427,64,"['funk carioca', 'sertanejo pop', 'sertanejo universitario']",67.0,78.0,2018,2,2,0.462293,0.462293
4153,low,False,3,227600,0,1,4,0.0645,0.853,0.611,0.0,0.319,-4.678,0.07,0.687,94.752,Shaggy,Rik Rok,1323979,73,"['dance pop', 'pop rap', 'reggae fusion']",3366,65,['reggae fusion'],0.0,0.0,2000,1,2,0.153198,0.681159
4154,low,False,3,227600,0,1,4,0.0561,0.853,0.606,0.0,0.313,-4.596,0.0713,0.654,94.759,Shaggy,Rik Rok,1323979,73,"['dance pop', 'pop rap', 'reggae fusion']",3366,65,['reggae fusion'],0.0,0.0,2000,1,2,0.153198,0.681159
4155,high,True,1,209120,1,0,5,0.0104,0.645,0.675,0.0,0.273,-5.282,0.202,0.171,120.672,Future,Doe Boy,8603164,91,"['atl hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",51114,62,"['atl hip hop', 'atl trap', 'gangster rap', 'rap', 'southern hip hop', 'trap', 'vapor trap']",67.0,79.0,2019,1,1,0.373684,0.373684
4156,average,True,6,220377,2,1,3,0.0321,0.892,0.66,2.7e-05,0.185,-8.12,0.127,0.662,155.955,Future,Young Scooter,8603164,91,"['atl hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",344696,60,"['atl trap', 'dirty south rap', 'drill', 'gangster rap', 'rap', 'southern hip hop', 'trap']",67.0,79.0,2018,1,1,0.373684,0.623227
4157,average,True,1,200366,10,0,4,0.0599,0.919,0.59,0.0,0.0665,-5.413,0.177,0.845,109.033,Tion Wayne,Swarmz,122902,68,"['london rap', 'uk hip hop']",88552,63,['uk hip hop'],79.0,79.0,2019,1,1,1.0,0.521259
4158,high,True,8,161140,9,1,5,0.283,0.645,0.68,0.0,0.165,-8.121,0.49,0.517,145.943,Tion Wayne,JAY1,122902,68,"['london rap', 'uk hip hop']",182436,68,['uk hip hop'],79.0,79.0,2019,1,1,1.0,0.521259
4159,low,False,1,129680,5,0,5,0.701,0.275,0.386,0.0,0.129,-10.473,0.0327,0.266,152.79,Alonzo,Amel Bent,561,53,[],199964,55,"['francoton', 'french pop']",24.0,0.0,2017,0,1,0.0,0.752381
4160,low,False,1,129680,5,0,5,0.701,0.275,0.386,0.0,0.129,-10.473,0.0327,0.266,152.79,Alonzo,Amel Bent,1196470,67,"['francoton', 'french hip hop', 'french pop', 'pop urbaine', 'rap marseille']",199964,55,"['francoton', 'french pop']",24.0,0.0,2017,3,1,0.752381,0.752381
4161,low,False,10,182666,4,0,4,0.0811,0.785,0.927,0.0,0.157,-4.905,0.143,0.55,99.998,Alonzo,Lartiste,561,53,[],1283558,65,"['francoton', 'french hip hop', 'french pop', 'pop urbaine']",24.0,40.0,2017,0,1,0.0,0.752381
4162,low,False,10,182666,4,0,4,0.0811,0.785,0.927,0.0,0.157,-4.905,0.143,0.55,99.998,Alonzo,Lartiste,1196470,67,"['francoton', 'french hip hop', 'french pop', 'pop urbaine', 'rap marseille']",1283558,65,"['francoton', 'french hip hop', 'french pop', 'pop urbaine']",24.0,40.0,2017,3,1,0.752381,0.752381
4163,average,False,3,176718,4,0,4,0.106,0.735,0.771,0.0,0.296,-4.63,0.0976,0.64,97.015,Eva,Lartiste,436415,63,['francoton'],1283558,65,"['francoton', 'french hip hop', 'french pop', 'pop urbaine']",79.0,40.0,2019,1,1,0.752381,0.752381
4164,average,False,1,174506,4,0,4,0.102,0.735,0.764,0.0,0.245,-4.626,0.155,0.609,97.056,Eva,Lartiste,436415,63,['francoton'],1283558,65,"['francoton', 'french hip hop', 'french pop', 'pop urbaine']",79.0,40.0,2019,1,1,0.752381,0.752381
4165,average,False,3,442383,1,1,4,0.316,0.81,0.735,0.0,0.0969,-5.378,0.354,0.608,124.551,Medine,Lartiste,179480,55,"['francoton', 'french hip hop', 'pop urbaine', 'rap conscient']",1283558,65,"['francoton', 'french hip hop', 'french pop', 'pop urbaine']",79.0,40.0,2017,3,1,0.752381,0.752381
4166,low,True,2,196573,6,1,4,0.218,0.819,0.841,0.0,0.278,-3.536,0.0561,0.889,105.05,DJ Hamida,Lartiste,248142,57,"['francoton', 'moroccan pop', 'pop urbaine', 'rai', 'rap maroc', 'rif']",1283558,65,"['francoton', 'french hip hop', 'french pop', 'pop urbaine']",0.0,40.0,2017,0,1,0.752381,0.752381
4167,low,True,1,172988,11,0,4,0.263,0.663,0.848,0.0,0.16,-4.403,0.125,0.747,107.671,Alonzo,Dj Spike Miller,561,53,[],157,27,[],24.0,79.0,2018,0,0,0.0,0.0
4168,low,True,1,172988,11,0,4,0.263,0.663,0.848,0.0,0.16,-4.403,0.125,0.747,107.671,Alonzo,Dj Spike Miller,1196470,67,"['francoton', 'french hip hop', 'french pop', 'pop urbaine', 'rap marseille']",157,27,[],24.0,79.0,2018,3,0,0.752381,0.0
4169,average,True,1,262061,9,0,4,0.717,0.599,0.818,1.41e-05,0.228,-4.215,0.0881,0.475,140.009,Lil Skies,Landon Cube,3954403,83,"['melodic rap', 'pop rap', 'rap', 'trap']",212992,71,"['emo rap', 'underground hip hop', 'vapor trap']",79.0,79.0,2017,1,1,0.367129,0.45856
4170,high,True,1,203907,6,0,4,0.157,0.745,0.646,0.0,0.338,-6.987,0.17,0.46,79.993,Lil Skies,Landon Cube,3954403,83,"['melodic rap', 'pop rap', 'rap', 'trap']",212992,71,"['emo rap', 'underground hip hop', 'vapor trap']",79.0,79.0,2017,1,1,0.367129,0.45856
4171,high,True,3,262544,0,1,4,0.547,0.691,0.683,0.0,0.221,-7.335,0.0954,0.456,140.002,Lil Skies,Landon Cube,3954403,83,"['melodic rap', 'pop rap', 'rap', 'trap']",212992,71,"['emo rap', 'underground hip hop', 'vapor trap']",79.0,79.0,2017,1,1,0.367129,0.45856
4172,high,True,14,203907,6,0,4,0.157,0.745,0.646,0.0,0.338,-6.987,0.17,0.46,79.993,Lil Skies,Landon Cube,3954403,83,"['melodic rap', 'pop rap', 'rap', 'trap']",212992,71,"['emo rap', 'underground hip hop', 'vapor trap']",79.0,79.0,2017,1,1,0.367129,0.45856
4173,high,True,4,221152,4,0,4,0.0836,0.687,0.829,0.0,0.0986,-3.607,0.0298,0.349,152.059,Lil Skies,Landon Cube,3954403,83,"['melodic rap', 'pop rap', 'rap', 'trap']",212992,71,"['emo rap', 'underground hip hop', 'vapor trap']",79.0,79.0,2019,1,1,0.367129,0.45856
4174,high,True,1,211200,10,1,4,0.194,0.773,0.602,0.000443,0.141,-6.384,0.108,0.442,74.896,Lil Skies,Yung Pinch,3954403,83,"['melodic rap', 'pop rap', 'rap', 'trap']",361517,70,"['emo rap', 'melodic rap', 'pop rap', 'rap', 'trap', 'underground hip hop', 'vapor trap']",79.0,79.0,2018,1,1,0.367129,0.45856
4175,high,True,1,254734,1,1,4,0.123,0.662,0.715,1.41e-06,0.0916,-6.593,0.153,0.28,165.879,Matuê,Predella,1254168,73,"['brazilian hip hop', 'r&b brasileiro', 'trap brasileiro']",7357,60,[],79.0,79.0,2019,0,0,0.0,0.0
4176,low,False,1,266333,6,1,4,0.0215,0.549,0.65,0.0,0.132,-6.086,0.0261,0.293,90.037,MISIA,HIDE (GReeeeN),665728,59,"['j-pop', 'japanese city pop', 'japanese r&b']",67,32,[],78.0,78.0,2018,0,0,0.0,0.0
