Source,Target,Weight,avg_streams,Year
deep pop edm,electropop,1,33224505.0,2017
deep pop edm,indie poptimism,1,33224505.0,2017
deep pop edm,norwegian pop,2,33224505.0,2017
deep pop edm,pop,1,33224505.0,2017
deep pop edm,post-teen pop,1,33224505.0,2017
deep pop edm,swedish electropop,1,33224505.0,2017
deep pop edm,tropical house,1,33224505.0,2017
deep tropical house,electropop,1,33224505.0,2017
deep tropical house,indie poptimism,1,33224505.0,2017
deep tropical house,norwegian pop,1,33224505.0,2017
deep tropical house,swedish electropop,1,33224505.0,2017
deep tropical house,tropical house,1,33224505.0,2017
edm,norwegian pop,3,33224505.0,2017
electro house,norwegian pop,3,33224505.0,2017
electro house,swedish electropop,2,33224505.0,2017
indie poptimism,pop edm,5,33224505.0,2017
norwegian pop,pop edm,2,33224505.0,2017
pop edm,swedish electropop,1,33224505.0,2017
electropop,swedish tropical house,1,33224505.0,2017
indie poptimism,swedish tropical house,1,33224505.0,2017
norwegian pop,swedish tropical house,1,33224505.0,2017
pop,swedish tropical house,1,33224505.0,2017
post-teen pop,swedish tropical house,1,33224505.0,2017
swedish electropop,swedish tropical house,1,33224505.0,2017
swedish tropical house,tropical house,1,33224505.0,2017
norwegian pop,tropical house,4,33224505.0,2017
deep euro house,electro house,1,131275922.0,2017
deep house,electro house,1,131275922.0,2017
electro house,german dance,1,131275922.0,2017
deep euro house,electropop,1,131275922.0,2017
deep house,electropop,1,131275922.0,2017
electropop,german dance,2,131275922.0,2017
deep euro house,pop edm,1,131275922.0,2017
deep house,pop edm,1,131275922.0,2017
german dance,pop edm,3,131275922.0,2017
deep euro house,pop rap,1,131275922.0,2017
german dance,pop rap,1,131275922.0,2017
deep euro house,post-teen pop,2,131275922.0,2017
deep house,post-teen pop,2,131275922.0,2017
canadian pop,electronic trap,2,311714795.0,2017
alternative r&b,gangster rap,2,93704380.0,2017
atl hip hop,trap soul,6,93704380.0,2017
gangster rap,trap soul,1,93704380.0,2017
alternative r&b,urban contemporary,1,93704380.0,2017
alternative r&b,trap soul,7,93704380.0,2017
dominican pop,latin,4,117523120.0,2017
dominican pop,puerto rican pop,2,117523120.0,2017
dominican pop,reggaeton,4,117523120.0,2017
dominican pop,trap latino,3,117523120.0,2017
dance pop,emo rap,6,3508716.0,2017
emo rap,pop,10,3508716.0,2017
emo rap,post-teen pop,6,3508716.0,2017
g funk,southern hip hop,2,26439946.0,2017
g funk,trap,2,26439946.0,2017
canadian hip hop,uk funky,3,336741785.0,2017
canadian pop,uk funky,3,336741785.0,2017
hip hop,uk funky,3,336741785.0,2017
rap,uk funky,3,336741785.0,2017
toronto rap,uk funky,3,336741785.0,2017
afro dancehall,canadian hip hop,3,336741785.0,2017
afropop,canadian hip hop,3,336741785.0,2017
azonto,canadian hip hop,3,336741785.0,2017
canadian hip hop,nigerian hip hop,3,336741785.0,2017
canadian hip hop,nigerian pop,3,336741785.0,2017
afro dancehall,canadian pop,3,336741785.0,2017
afropop,canadian pop,3,336741785.0,2017
azonto,canadian pop,3,336741785.0,2017
canadian pop,nigerian hip hop,3,336741785.0,2017
canadian pop,nigerian pop,3,336741785.0,2017
afro dancehall,hip hop,4,336741785.0,2017
afropop,hip hop,6,336741785.0,2017
azonto,hip hop,4,336741785.0,2017
hip hop,nigerian hip hop,4,336741785.0,2017
hip hop,nigerian pop,4,336741785.0,2017
nigerian hip hop,pop rap,5,336741785.0,2017
nigerian pop,pop rap,5,336741785.0,2017
afro dancehall,rap,5,336741785.0,2017
afropop,rap,7,336741785.0,2017
azonto,rap,5,336741785.0,2017
nigerian hip hop,rap,5,336741785.0,2017
nigerian pop,rap,5,336741785.0,2017
afro dancehall,toronto rap,3,336741785.0,2017
afropop,toronto rap,3,336741785.0,2017
azonto,toronto rap,3,336741785.0,2017
nigerian hip hop,toronto rap,3,336741785.0,2017
nigerian pop,toronto rap,3,336741785.0,2017
afro dancehall,uk funky,4,336741785.0,2017
afropop,uk funky,4,336741785.0,2017
azonto,uk funky,3,336741785.0,2017
nigerian hip hop,uk funky,3,336741785.0,2017
nigerian pop,uk funky,3,336741785.0,2017
classical tenor,pop,1,4220954.0,2017
classical tenor,uk pop,1,4220954.0,2017
italian tenor,pop,1,4220954.0,2017
italian tenor,uk pop,1,4220954.0,2017
operatic pop,pop,1,4220954.0,2017
operatic pop,uk pop,1,4220954.0,2017
edm,indie electropop,4,2598170.0,2017
melodic rap,underground hip hop,17,44223847.0,2017
philly rap,underground hip hop,2,44223847.0,2017
hollywood,hollywood,8,17434155.0,2017
big room,house,7,3025532.0,2017
neo mellow,norwegian pop,1,113542732.0,2017
neo mellow,pop edm,1,113542732.0,2017
dance pop,piano rock,2,113542732.0,2017
electro house,piano rock,2,113542732.0,2017
norwegian pop,piano rock,1,113542732.0,2017
piano rock,pop edm,1,113542732.0,2017
norwegian pop,pop rock,1,113542732.0,2017
pop edm,pop rock,1,113542732.0,2017
latin hip hop,perreo,5,15156683.0,2017
atl trap,r&b,1,3336413.0,2017
east coast hip hop,hardcore hip hop,65,4098826.5,2018
hardcore hip hop,hip hop,59,21568635.3333333,2018
hardcore hip hop,rap,45,17264867.25,2018
alternative hip hop,hardcore hip hop,40,4285515.0,2018
hardcore hip hop,hardcore hip hop,36,4285515.0,2018
gangster rap,hardcore hip hop,32,4285515.0,2018
hardcore hip hop,southern hip hop,24,4285515.0,2018
alternative hip hop,gangster rap,17,4285515.0,2018
hollywood,show tunes,16,49155317.5,2018
latin,trap argentino,72,94948926.4,2018
alternative hip hop,southern hip hop,13,4285515.0,2018
hollywood,post-teen pop,14,81202383.7142857,2018
argentine hip hop,latin,29,94948926.4,2018
post-teen pop,show tunes,11,80375195.75,2018
hardcore hip hop,pop rap,11,4098826.5,2018
alternative hip hop,alternative hip hop,10,4285515.0,2018
dance pop,hollywood,11,88240573.5,2018
rap,trap latino,23,207607894.625,2018
pop,trap latino,24,258104094.5,2018
italian hip hop,italian hip hop,24,5283369.8,2018
trap argentino,trap latino,19,53036895.3333333,2018
german cloud rap,german hip hop,13,11518696.0,2018
conscious hip hop,hardcore hip hop,9,4285515.0,2018
dmv rap,hardcore hip hop,9,4285515.0,2018
movie tunes,show tunes,8,79932575.75,2018
pop rap,trap latino,20,242841817.714286,2018
show tunes,show tunes,8,49155317.5,2018
cali rap,pop rap,23,42761594.0,2018
argentine hip hop,trap argentino,18,53036895.3333333,2018
hollywood,movie tunes,7,79932575.75,2018
dance pop,show tunes,8,94175846.0,2018
show tunes,social media pop,8,94175846.0,2018
cali rap,rap,32,42761594.0,2018
dance pop,trap latino,16,172073010.2,2018
reggaeton,trap argentino,53,109321308.0,2018
bmore,post-teen pop,12,82973579.1666667,2018
ninja,post-teen pop,12,82973579.1666667,2018
melodic rap,trap soul,11,214488507.0,2018
rap latina,tropical,15,177962749.0,2018
new jersey rap,rap,6,11754822.6666667,2018
post-teen pop,talent show,8,45653777.0,2018
edm,latin,23,131882493.5,2018
hollywood,social media pop,7,94175846.0,2018
crunk,trap,6,74780826.5,2018
argentine hip hop,reggaeton,18,109321308.0,2018
argentine hip hop,trap latino,9,60825643.0,2018
emo rap,latin,9,102100185.75,2018
rap,reggaeton flow,14,62335819.75,2018
reggaeton flow,trap,12,62335819.75,2018
trap,trap latino,12,62335819.75,2018
dfw rap,southern hip hop,12,159643880.8,2018
latin pop,rap latina,7,128176282.8,2018
colombian pop,trap latino,12,115491251.6,2018
latin,tropical house,15,73106093.8,2018
edm,reggaeton,21,157208526.4,2018
canadian hip hop,electro house,7,104611803.75,2018
cali rap,hip hop,18,55333780.3333333,2018
atl hip hop,florida rap,7,77919663.2,2018
brostep,rap,10,125186463.75,2018
trap argentino,trap argentino,12,53036895.3333333,2018
indie r&b,southern hip hop,6,55397010.25,2018
k-pop girl group,pop,6,70393145.0,2018
electropop,uk pop,9,87430155.75,2018
australian dance,bmore,7,62410679.25,2018
australian pop,bmore,7,62410679.25,2018
australian dance,moombahton,7,62410679.25,2018
australian pop,moombahton,7,62410679.25,2018
australian dance,ninja,7,62410679.25,2018
australian pop,ninja,7,62410679.25,2018
dfw rap,trap soul,6,268393236.25,2018
new jersey rap,trap,4,15676165.0,2018
chicago rap,emo rap,6,82986822.75,2018
canadian hip hop,emo rap,6,106441949.0,2018
reggaeton,tropical house,13,90069535.0,2018
dance pop,latin viral pop,4,81326224.0,2018
latin viral pop,pop,4,81326224.0,2018
broadway,show tunes,4,51282855.5,2018
canadian hip hop,tropical house,5,104611803.75,2018
cali rap,southern hip hop,10,53611330.5,2018
cali rap,trap,21,53611330.5,2018
downtempo,hip hop,4,12056880.0,2018
electronica,hip hop,4,12056880.0,2018
electronica,pop rap,4,12056880.0,2018
electronica,rap,4,12056880.0,2018
rap latina,reggaeton flow,10,78351897.5,2018
latin hip hop,rap latina,9,100530097.5,2018
rap,uk alternative pop,6,94704492.0,2018
indie r&b,trap,5,70841294.6666667,2018
conscious hip hop,indie r&b,4,64440374.0,2018
hip hop,trap latino,8,109717500.0,2018
k-pop,pop,10,54326121.0,2018
metropopolis,post-teen pop,4,31792393.3333333,2018
german hip hop,latin hip hop,4,8440805.0,2018
german hip hop,reggaeton,4,8440805.0,2018
k-pop girl group,post-teen pop,4,25295399.0,2018
emo rap,underground hip hop,5,9884356.0,2018
miami hip hop,underground hip hop,16,9884356.0,2018
latin pop,trap argentino,10,85265340.0,2018
rap latina,trap argentino,11,101046832.666667,2018
hollywood,pop,4,82305301.0,2018
broadway,movie tunes,3,99427049.3333333,2018
emo rap,hip pop,5,132287645.333333,2018
emo rap,queens hip hop,5,132287645.333333,2018
emo rap,reggaeton flow,5,80975747.3333333,2018
emo rap,trap latino,5,80975747.3333333,2018
dfw rap,r&b,4,236186586.666667,2018
hip hop,soul,3,77057449.0,2018
rap,soul,3,77057449.0,2018
electropop,talent show,3,42057250.0,2018
pop edm,talent show,3,42057250.0,2018
pop rap,puerto rican pop,6,163989825.333333,2018
broadway,hollywood,3,51282855.5,2018
broadway,post-teen pop,3,51282855.5,2018
movie tunes,post-teen pop,3,51282855.5,2018
melodic rap,vapor trap,10,54678065.3333333,2018
canadian pop,uk dance,4,112405437.0,2018
emo rap,emo rap,5,129494804.666667,2018
detroit hip hop,queens hip hop,4,37618707.6666667,2018
cali rap,pop,5,37422565.3333333,2018
downtempo,southern hip hop,3,12056880.0,2018
electronica,southern hip hop,3,12056880.0,2018
electronica,trap,3,12056880.0,2018
alternative r&b,etherpop,4,162011546.666667,2018
dance pop,girl group,4,54874952.6666667,2018
girl group,post-teen pop,4,54874952.6666667,2018
brostep,hip hop,4,45244223.3333333,2018
brostep,pop rap,8,45244223.3333333,2018
latin hip hop,latin viral pop,6,100530097.5,2018
latin viral pop,reggaeton flow,7,51495288.0,2018
edm,latin pop,8,7587711.0,2018
indietronica,southern hip hop,5,94704492.0,2018
southern hip hop,uk alternative pop,4,94704492.0,2018
conscious hip hop,indietronica,3,94704492.0,2018
conscious hip hop,uk alternative pop,3,94704492.0,2018
hip hop,uk alternative pop,4,94704492.0,2018
east coast hip hop,indie r&b,3,4699453.5,2018
hip hop,south african hip hop,3,35310807.0,2018
rap,south african hip hop,3,35310807.0,2018
gangster rap,underground hip hop,3,24538082.3333333,2018
dance pop,k-pop girl group,4,70393145.0,2018
latin,pop edm,3,74581355.0,2018
electropop,metropopolis,4,57830299.3333333,2018
bmore,trap,4,56138915.5,2018
ninja,trap,4,56138915.5,2018
dance pop,indie electropop,4,69225629.0,2018
k-pop,post-teen pop,9,23743736.0,2018
italian hip hop,italian underground hip hop,14,5456997.0,2018
argentine hip hop,latin pop,5,75293756.5,2018
electro house,trap soul,5,186817477.0,2018
chicago rap,underground hip hop,5,8702294.66666667,2018
dance pop,liquid funk,5,238590915.5,2018
liquid funk,tropical house,5,238590915.5,2018
dance pop,ghanaian hip hop,3,12428973.0,2018
dance pop,swedish dancehall,3,12428973.0,2018
ghanaian hip hop,pop,3,12428973.0,2018
pop,swedish dancehall,3,12428973.0,2018
ghanaian hip hop,tropical house,3,12428973.0,2018
swedish dancehall,tropical house,3,12428973.0,2018
argentine hip hop,rap latina,6,98965995.5,2018
argentine hip hop,argentine hip hop,6,16442779.0,2018
candy pop,post-teen pop,4,45062425.5,2018
mexican pop,trap latino,3,251308254.666667,2018
post-teen pop,trap latino,9,235907100.333333,2018
latin viral pop,rap latina,3,241196479.5,2018
rap latina,rap latina,3,241196479.5,2018
canadian hip hop,soul,2,107927555.5,2018
canadian pop,soul,2,107927555.5,2018
pop rap,soul,2,107927555.5,2018
soul,toronto rap,2,107927555.5,2018
emo rap,new jersey rap,2,15676165.0,2018
melodic rap,new jersey rap,2,15676165.0,2018
emo rap,toronto rap,3,31565195.0,2018
urban contemporary,viral pop,2,29078575.0,2018
emo rap,rap rock,2,7049625.0,2018
miami hip hop,rap rock,2,7049625.0,2018
bachata,puerto rican pop,3,79443197.0,2018
dance pop,outlaw country,2,92567477.5,2018
outlaw country,pop,6,92567477.5,2018
mexican pop,rap latina,2,53496583.5,2018
colombian pop,puerto rican pop,6,157970395.0,2018
edm,latin viral pop,2,81326224.0,2018
latin viral pop,tropical house,2,81326224.0,2018
edm,rap latina,4,81326224.0,2018
rap latina,tropical house,4,81326224.0,2018
dancehall,latin viral pop,2,81326224.0,2018
latin viral pop,pop rap,2,81326224.0,2018
dancehall,rap latina,2,81326224.0,2018
puerto rican pop,rap,5,224235545.5,2018
broadway,dance pop,2,51282855.5,2018
broadway,social media pop,2,51282855.5,2018
dance pop,movie tunes,2,51282855.5,2018
movie tunes,social media pop,2,51282855.5,2018
crunk,melodic rap,2,74780826.5,2018
crunk,southern hip hop,2,74780826.5,2018
contemporary country,pop edm,3,282808465.0,2018
pop edm,texas country,3,282808465.0,2018
complextro,contemporary country,3,282808465.0,2018
contemporary country,german techno,3,282808465.0,2018
complextro,texas country,3,282808465.0,2018
dance pop,texas country,3,282808465.0,2018
edm,texas country,3,282808465.0,2018
electro house,texas country,3,282808465.0,2018
german techno,texas country,3,282808465.0,2018
pop,texas country,3,282808465.0,2018
post-teen pop,texas country,3,282808465.0,2018
texas country,tropical house,3,282808465.0,2018
canadian contemporary r&b,destroy techno,3,29956680.5,2018
canadian pop,destroy techno,3,29956680.5,2018
destroy techno,pop,3,29956680.5,2018
social media pop,uk dance,3,174017621.0,2018
colombian pop,perreo,3,63685367.0,2018
colombian pop,pop catracho,2,63685367.0,2018
latin,pop catracho,2,63685367.0,2018
pop catracho,reggaeton,2,63685367.0,2018
downtempo,edm,2,22406130.5,2018
downtempo,electro house,2,22406130.5,2018
downtempo,moombahton,2,22406130.5,2018
downtempo,tropical house,2,22406130.5,2018
edm,shiver pop,2,22406130.5,2018
electro house,shiver pop,2,22406130.5,2018
moombahton,shiver pop,2,22406130.5,2018
shiver pop,tropical house,2,22406130.5,2018
canadian hip hop,moombahton,2,22406130.5,2018
edm,modern rock,6,105211757.0,2018
modern rock,tropical house,6,105211757.0,2018
edm,rock,4,105211757.0,2018
rock,tropical house,4,105211757.0,2018
emo rap,lgbtq+ hip hop,4,111505456.5,2018
lgbtq+ hip hop,miami hip hop,3,111505456.5,2018
atl hip hop,cali rap,5,53611330.5,2018
cali rap,gangster rap,4,53611330.5,2018
cali rap,detroit hip hop,3,53611330.5,2018
cali rap,dance pop,2,53611330.5,2018
cali rap,hip pop,2,53611330.5,2018
cali rap,post-teen pop,2,53611330.5,2018
cali rap,queens hip hop,4,53611330.5,2018
downtempo,east coast hip hop,2,12056880.0,2018
east coast hip hop,electronica,2,12056880.0,2018
alternative r&b,viral pop,2,46515589.5,2018
adult standards,alternative hip hop,2,4205575.0,2018
adult standards,art pop,2,4205575.0,2018
alternative hip hop,disco,2,4205575.0,2018
art pop,disco,2,4205575.0,2018
alternative hip hop,jazz funk,2,4205575.0,2018
art pop,jazz funk,2,4205575.0,2018
alternative hip hop,jazz guitar,2,4205575.0,2018
art pop,jazz guitar,2,4205575.0,2018
alternative hip hop,motown,2,4205575.0,2018
art pop,motown,2,4205575.0,2018
alternative hip hop,quiet storm,2,4205575.0,2018
art pop,quiet storm,2,4205575.0,2018
alternative hip hop,smooth jazz,3,4205575.0,2018
art pop,smooth jazz,2,4205575.0,2018
alternative hip hop,soft rock,2,4205575.0,2018
alternative hip hop,soul,2,4205575.0,2018
art pop,soul,2,4205575.0,2018
alternative hip hop,soul jazz,2,4205575.0,2018
art pop,soul jazz,2,4205575.0,2018
alternative hip hop,yacht rock,2,4205575.0,2018
art pop,yacht rock,2,4205575.0,2018
alternative r&b,indie poptimism,3,216497221.5,2018
etherpop,post-teen pop,3,216497221.5,2018
girl group,hip pop,3,57823088.0,2018
girl group,queens hip hop,3,57823088.0,2018
hip pop,talent show,3,57823088.0,2018
queens hip hop,talent show,3,57823088.0,2018
hip pop,uk pop,3,57823088.0,2018
queens hip hop,uk pop,4,57823088.0,2018
florida rap,post-teen pop,3,76773614.5,2018
canadian contemporary r&b,detroit hip hop,2,20039408.5,2018
canadian pop,detroit hip hop,2,20039408.5,2018
canadian contemporary r&b,g funk,2,20039408.5,2018
canadian pop,g funk,2,20039408.5,2018
brostep,conscious hip hop,3,63459833.5,2018
conscious hip hop,progressive electro house,3,63459833.5,2018
brostep,dmv rap,3,63459833.5,2018
dmv rap,progressive electro house,3,63459833.5,2018
latin pop,miami hip hop,2,9923093.0,2018
atl hip hop,emo rap,4,28066812.5,2018
atl trap,emo rap,3,28066812.5,2018
emo rap,gangster rap,2,11491878.0,2018
gangster rap,indie r&b,2,92128482.5,2018
indie r&b,underground hip hop,2,94704492.0,2018
indietronica,underground hip hop,2,94704492.0,2018
uk alternative pop,underground hip hop,2,94704492.0,2018
conscious hip hop,underground hip hop,13,92128482.5,2018
pop rap,uk alternative pop,3,180344827.0,2018
indietronica,trap,4,180344827.0,2018
trap,uk alternative pop,3,180344827.0,2018
hip hop,tropical,3,40750106.0,2018
deep big room,progressive house,2,97596791.0,2018
pop edm,progressive house,3,97596791.0,2018
edm,future house,3,190243313.0,2018
future house,pop,4,190243313.0,2018
future house,tropical house,4,190243313.0,2018
edm,europop,7,201784837.5,2018
europop,tropical house,7,201784837.5,2018
escape room,southern hip hop,2,7275463.0,2018
underground hip hop,underground hip hop,36,10178033.0,2018
south african hip hop,underground hip hop,2,35310807.0,2018
gangster rap,south african hip hop,2,54591275.0,2018
pop rap,south african hip hop,2,54591275.0,2018
south african hip hop,southern hip hop,2,54591275.0,2018
south african hip hop,trap,2,54591275.0,2018
edm,puerto rican pop,5,215508410.5,2018
electropop,latin,7,43645751.5,2018
dance pop,mexican pop,3,172475802.0,2018
latin pop,pop edm,2,74581355.0,2018
pop edm,reggaeton,2,74581355.0,2018
pop edm,tropical,2,74581355.0,2018
dutch hip hop,dutch pop,2,10876703.0,2018
chicago rap,philly rap,2,65936079.0,2018
reggaeton flow,urban contemporary,2,138393143.0,2018
trap latino,urban contemporary,2,138393143.0,2018
gangster rap,philly rap,3,6182743.0,2018
hip hop,reggaeton flow,5,6416037.0,2018
german cloud rap,latin hip hop,2,8440805.0,2018
german cloud rap,reggaeton,2,8440805.0,2018
deep german hip hop,german cloud rap,2,8440805.0,2018
german cloud rap,hamburg hip hop,2,8440805.0,2018
bmore,uk pop,4,124099379.0,2018
ninja,uk pop,4,124099379.0,2018
indie electropop,post-teen pop,3,91420881.0,2018
dance pop,vapor soul,3,91190744.0,2018
edm,vapor soul,3,91190744.0,2018
electropop,house,4,98586587.5,2018
electropop,k-pop girl group,2,25295399.0,2018
indie electropop,k-pop girl group,2,25295399.0,2018
indie poptimism,k-pop girl group,2,25295399.0,2018
k-pop girl group,video game music,2,25295399.0,2018
pop,video game music,5,25295399.0,2018
post-teen pop,video game music,3,25295399.0,2018
italian hip hop,rap sardegna,7,5456997.0,2018
glam rock,rock,4,57620487.0,2018
emo rap,german hip hop,2,4227364.0,2018
german hip hop,rap,3,4227364.0,2018
german hip hop,trap,3,4227364.0,2018
french hip hop,german hip hop,2,4227364.0,2018
german hip hop,pop urbaine,2,4227364.0,2018
german hip hop,rap marseille,2,4227364.0,2018
indie r&b,r&b,2,15302213.0,2018
alternative r&b,east coast hip hop,2,3912138.0,2018
east coast hip hop,new jersey rap,2,3912138.0,2018
hip hop,new jersey rap,2,3912138.0,2018
gangster rap,indie pop rap,2,43882295.5,2018
alabama rap,hip hop,2,28985911.0,2018
alabama rap,pop rap,2,28985911.0,2018
alabama rap,rap,2,28985911.0,2018
liquid funk,pop rap,4,238590915.5,2018
neo soul,uk pop,6,464752858.0,2018
uk contemporary r&b,uk pop,7,464752858.0,2018
brostep,uk pop,5,306028263.5,2018
progressive electro house,uk pop,3,306028263.5,2018
afro dancehall,post-teen pop,3,8864650.5,2018
afropop,post-teen pop,4,8864650.5,2018
afro dancehall,uk dance,2,8864650.5,2018
afropop,uk dance,2,8864650.5,2018
afro dancehall,uk pop,4,12428973.0,2018
afropop,uk pop,2,12428973.0,2018
ghanaian hip hop,uk pop,2,12428973.0,2018
swedish dancehall,uk pop,2,12428973.0,2018
edm,ghanaian hip hop,2,12428973.0,2018
edm,swedish dancehall,2,12428973.0,2018
contemporary country,hip pop,4,17602088.5,2018
country,hip pop,4,17602088.5,2018
country road,hip pop,4,17602088.5,2018
reggaeton flow,trap argentino,14,105208507.0,2018
afro dancehall,trap,3,4285014.0,2018
afropop,trap,3,4285014.0,2018
azonto,trap,3,4285014.0,2018
nigerian hip hop,trap,3,4285014.0,2018
nigerian pop,trap,3,4285014.0,2018
new orleans rap,west coast rap,2,37408549.0,2018
chicago rap,queens hip hop,3,19289546.5,2018
atl hip hop,drill,2,5267040.5,2018
atl trap,chicago rap,2,5267040.5,2018
drill,melodic rap,2,5267040.5,2018
chicago drill,rap,2,5041350.0,2018
chicago drill,trap,2,5041350.0,2018
emo rap,vapor trap,2,9260513.0,2018
miami hip hop,vapor trap,8,9260513.0,2018
brostep,trap,4,186913094.0,2018
crunk,pop,2,8813003.0,2018
candy pop,electropop,2,45062425.5,2018
edm,emo rap,2,16533360.0,2018
bmore,rap,2,28911784.0,2018
ninja,rap,2,28911784.0,2018
alternative r&b,alternative r&b,2,129204742.0,2018
dance pop,nigerian hip hop,3,5300328.0,2018
dance pop,nigerian pop,3,5300328.0,2018
nigerian hip hop,pop,8,5300328.0,2018
nigerian pop,pop,8,5300328.0,2018
funk carioca,funk ostentacao,6,4732781.0,2018
indie r&b,pop,3,39866242.5,2018
emo rap,reggaeton,4,165473501.0,2018
post-teen pop,reggaeton flow,5,140978404.5,2018
francoton,pop rap,2,100485345.0,2018
big room,dfw rap,4,365013185.0,2018
big room,melodic rap,4,365013185.0,2018
dfw rap,electro house,4,365013185.0,2018
big room,canadian hip hop,4,365013185.0,2018
big room,toronto rap,4,365013185.0,2018
big room,trap soul,4,365013185.0,2018
dutch edm,rap,4,365013185.0,2018
rap,trance,4,365013185.0,2018
italian hip hop,milan indie,2,6947126.0,2018
italian hip hop,rap tunisien,2,6947126.0,2018
atl trap,philly rap,4,5028571.0,2018
atl trap,atl trap,3,12584012.0,2018
bachata,latin viral pop,2,51495288.0,2018
bachata,rap latina,2,51495288.0,2018
latin pop,pop argentino,1,9923093.0,2018
dance pop,pop argentino,2,9923093.0,2018
edm,pop argentino,2,9923093.0,2018
miami hip hop,pop argentino,1,9923093.0,2018
pop,pop argentino,2,9923093.0,2018
pop argentino,pop rap,1,9923093.0,2018
detroit hip hop,emo rap,1,4067764.0,2018
detroit trap,emo rap,1,4067764.0,2018
detroit hip hop,miami hip hop,2,4067764.0,2018
detroit trap,miami hip hop,1,4067764.0,2018
detroit trap,rap,1,4067764.0,2018
detroit trap,trap,1,4067764.0,2018
atl hip hop,indie r&b,1,180344827.0,2018
atl hip hop,indietronica,1,180344827.0,2018
atl hip hop,uk alternative pop,1,180344827.0,2018
art pop,gangster rap,1,180344827.0,2018
gangster rap,indietronica,1,180344827.0,2018
gangster rap,uk alternative pop,1,180344827.0,2018
art pop,west coast rap,1,180344827.0,2018
indie r&b,west coast rap,1,180344827.0,2018
indietronica,west coast rap,1,180344827.0,2018
uk alternative pop,west coast rap,1,180344827.0,2018
conscious hip hop,west coast rap,1,180344827.0,2018
gangster rap,west coast rap,1,180344827.0,2018
underground hip hop,west coast rap,1,180344827.0,2018
albanian hip hop,deep german hip hop,2,4104415.0,2018
albanian hip hop,german hip hop,4,4104415.0,2018
albanian hip hop,hamburg hip hop,1,4104415.0,2018
latin,modern salsa,1,31656630.0,2018
latin,salsa,1,31656630.0,2018
modern salsa,reggaeton,1,31656630.0,2018
reggaeton,salsa,1,31656630.0,2018
modern salsa,trap latino,1,31656630.0,2018
salsa,trap latino,1,31656630.0,2018
hip hop,latin pop,1,31656630.0,2018
hip hop,modern salsa,1,31656630.0,2018
hip hop,salsa,1,31656630.0,2018
alternative hip hop,canadian pop,1,8135136.0,2018
alternative hip hop,pop,2,8135136.0,2018
alternative hip hop,post-teen pop,2,8135136.0,2018
canadian pop,underground hip hop,1,8135136.0,2018
alternative hip hop,deep pop r&b,1,8135136.0,2018
conscious hip hop,deep pop r&b,1,8135136.0,2018
deep pop r&b,underground hip hop,3,8135136.0,2018
canadian pop,deep pop r&b,1,8135136.0,2018
deep pop r&b,post-teen pop,2,8135136.0,2018
alternative r&b,big room,2,232204935.0,2018
melodic rap,pop rock,1,3797718.0,2018
dance pop,future house,3,190243313.0,2018
big room,future house,1,190243313.0,2018
future house,progressive house,1,190243313.0,2018
progressive house,progressive house,1,190243313.0,2018
chicago rap,electropop,4,16086354.0,2018
emo rap,new orleans rap,2,40294309.0,2018
canadian hip hop,latin,2,291079833.0,2018
latin,toronto rap,2,291079833.0,2018
canadian hip hop,reggaeton,2,291079833.0,2018
reggaeton,toronto rap,2,291079833.0,2018
canadian hip hop,trap latino,2,291079833.0,2018
canadian pop,trap latino,2,291079833.0,2018
toronto rap,trap latino,2,291079833.0,2018
albanian hip hop,latin,1,49843582.0,2018
albanian hip hop,latin hip hop,1,49843582.0,2018
albanian hip hop,reggaeton,1,49843582.0,2018
albanian hip hop,tropical,1,49843582.0,2018
kosovan pop,latin,1,49843582.0,2018
kosovan pop,latin hip hop,1,49843582.0,2018
kosovan pop,reggaeton,1,49843582.0,2018
kosovan pop,tropical,1,49843582.0,2018
albanian hip hop,hip hop,1,49843582.0,2018
hip hop,kosovan pop,1,49843582.0,2018
hip hop,latin hip hop,2,49843582.0,2018
dfw rap,hip pop,1,154428197.0,2018
dfw rap,queens hip hop,1,154428197.0,2018
alternative hip hop,detroit hip hop,1,56508253.0,2018
detroit hip hop,hardcore hip hop,1,56508253.0,2018
detroit hip hop,underground hip hop,2,56508253.0,2018
alternative hip hop,g funk,1,56508253.0,2018
g funk,hardcore hip hop,1,56508253.0,2018
g funk,underground hip hop,1,56508253.0,2018
birmingham grime,east coast hip hop,2,253977487.0,2018
east coast hip hop,grime,2,253977487.0,2018
east coast hip hop,instrumental grime,2,253977487.0,2018
birmingham grime,hip hop,2,253977487.0,2018
hip hop,instrumental grime,3,253977487.0,2018
birmingham grime,pop rap,2,253977487.0,2018
instrumental grime,pop rap,3,253977487.0,2018
birmingham grime,rap,2,253977487.0,2018
instrumental grime,rap,4,253977487.0,2018
birmingham grime,southern hip hop,2,253977487.0,2018
instrumental grime,southern hip hop,3,253977487.0,2018
birmingham grime,trap,2,253977487.0,2018
instrumental grime,trap,4,253977487.0,2018
edm,eurodance,3,399726329.0,2018
edm,italo dance,2,399726329.0,2018
eurodance,tropical house,3,399726329.0,2018
italo dance,tropical house,2,399726329.0,2018
afrofuturism,east coast hip hop,1,5486769.0,2018
east coast hip hop,electropop,1,5486769.0,2018
east coast hip hop,escape room,1,5486769.0,2018
east coast hip hop,trip hop,1,5486769.0,2018
afrofuturism,hip hop,1,5486769.0,2018
