Source,Target,Weight,avg_streams,Year
hip hop,trip hop,1,5486769.0,2018
afrofuturism,pop rap,1,5486769.0,2018
pop rap,trip hop,1,5486769.0,2018
afrofuturism,rap,1,5486769.0,2018
rap,trip hop,1,5486769.0,2018
afrofuturism,southern hip hop,1,5486769.0,2018
southern hip hop,trip hop,1,5486769.0,2018
afrofuturism,trap,1,5486769.0,2018
escape room,trap,2,5486769.0,2018
trap,trip hop,1,5486769.0,2018
conscious hip hop,south african hip hop,1,16030339.0,2018
escape room,south african hip hop,1,16030339.0,2018
atl hip hop,south african hip hop,1,54591275.0,2018
k-pop,uk pop,3,115490891.0,2018
k-pop girl group,uk pop,2,115490891.0,2018
edm,tropical,8,5252329.0,2018
latin pop,tropical house,5,5252329.0,2018
puerto rican pop,tropical house,1,5252329.0,2018
tropical,tropical house,7,5252329.0,2018
latin,uk dance,1,5252329.0,2018
latin pop,uk dance,1,5252329.0,2018
puerto rican pop,uk dance,1,5252329.0,2018
tropical,uk dance,1,5252329.0,2018
latin,uk funky,1,5252329.0,2018
latin pop,uk funky,1,5252329.0,2018
puerto rican pop,uk funky,1,5252329.0,2018
tropical,uk funky,1,5252329.0,2018
dance pop,uk alternative pop,1,5252329.0,2018
edm,uk alternative pop,1,5252329.0,2018
pop,uk alternative pop,1,5252329.0,2018
post-teen pop,uk alternative pop,1,5252329.0,2018
tropical house,uk alternative pop,1,5252329.0,2018
indie pop,uk dance,1,5252329.0,2018
metropopolis,uk dance,1,5252329.0,2018
uk alternative pop,uk dance,1,5252329.0,2018
indie pop,uk funky,1,5252329.0,2018
metropopolis,uk funky,1,5252329.0,2018
uk alternative pop,uk funky,1,5252329.0,2018
indie pop,latin,1,5252329.0,2018
latin,metropopolis,1,5252329.0,2018
latin,uk alternative pop,1,5252329.0,2018
electropop,latin pop,2,5252329.0,2018
indie pop,latin pop,1,5252329.0,2018
latin pop,metropopolis,1,5252329.0,2018
latin pop,uk alternative pop,1,5252329.0,2018
electropop,puerto rican pop,1,5252329.0,2018
indie pop,puerto rican pop,1,5252329.0,2018
metropopolis,puerto rican pop,1,5252329.0,2018
puerto rican pop,uk alternative pop,1,5252329.0,2018
electropop,tropical,3,5252329.0,2018
indie pop,tropical,1,5252329.0,2018
metropopolis,tropical,1,5252329.0,2018
tropical,uk alternative pop,1,5252329.0,2018
latin arena pop,pop edm,1,74581355.0,2018
mexican pop,pop edm,1,74581355.0,2018
electro latino,pop edm,1,74581355.0,2018
pop edm,spanish pop,1,74581355.0,2018
colombian pop,pop edm,1,74581355.0,2018
dance pop,spanish pop,1,74581355.0,2018
dance pop,latin arena pop,1,74581355.0,2018
electro latino,latin arena pop,1,74581355.0,2018
latin pop,spanish pop,1,74581355.0,2018
mexican pop,spanish pop,1,74581355.0,2018
electro latino,post-teen pop,1,74581355.0,2018
post-teen pop,spanish pop,1,74581355.0,2018
colombian pop,latin arena pop,3,74581355.0,2018
colombian pop,post-teen pop,2,74581355.0,2018
colombian pop,electro latino,1,74581355.0,2018
colombian pop,spanish pop,1,74581355.0,2018
dutch hip hop,dutch hip hop,1,10876703.0,2018
dutch pop,dutch pop,1,10876703.0,2018
gangster rap,latin,1,6416037.0,2018
gangster rap,reggaeton flow,3,6416037.0,2018
r&b,reggaeton flow,1,6416037.0,2018
gangster rap,trap latino,3,6416037.0,2018
r&b,trap latino,1,6416037.0,2018
latin,philly rap,1,6416037.0,2018
philly rap,reggaeton flow,1,6416037.0,2018
reggaeton flow,southern hip hop,4,6416037.0,2018
philly rap,trap latino,1,6416037.0,2018
southern hip hop,trap latino,4,6416037.0,2018
philly rap,r&b,1,6416037.0,2018
philly rap,urban contemporary,1,6416037.0,2018
deep german hip hop,latin hip hop,1,8440805.0,2018
hamburg hip hop,latin hip hop,1,8440805.0,2018
deep german hip hop,reggaeton,1,8440805.0,2018
hamburg hip hop,reggaeton,1,8440805.0,2018
german cloud rap,german cloud rap,2,8440805.0,2018
australian hip hop,edm,1,34962122.0,2018
australian indie,edm,1,34962122.0,2018
australian hip hop,electropop,1,34962122.0,2018
australian hip hop,indie poptimism,1,34962122.0,2018
australian indie,indie poptimism,1,34962122.0,2018
australian pop,indie poptimism,1,34962122.0,2018
australian hip hop,pop,1,34962122.0,2018
australian hip hop,tropical house,1,34962122.0,2018
australian indie,tropical house,1,34962122.0,2018
deep pop r&b,new orleans rap,1,4544978.0,2018
bmore,metropopolis,2,83366047.0,2018
metropopolis,moombahton,2,83366047.0,2018
metropopolis,ninja,2,83366047.0,2018
complextro,indie electropop,2,157546363.0,2018
german techno,indie electropop,2,157546363.0,2018
complextro,indie poptimism,2,157546363.0,2018
german techno,indie poptimism,2,157546363.0,2018
complextro,vapor soul,2,157546363.0,2018
electro house,vapor soul,2,157546363.0,2018
german techno,vapor soul,2,157546363.0,2018
post-teen pop,vapor soul,2,157546363.0,2018
german hip hop,german pop,7,22016631.0,2018
baile pop,ritmo kombina,1,90885626.0,2018
funk carioca,ritmo kombina,1,90885626.0,2018
funk das antigas,ritmo kombina,1,90885626.0,2018
pagode baiano,ritmo kombina,1,90885626.0,2018
latin,ritmo kombina,1,90885626.0,2018
reggaeton,ritmo kombina,1,90885626.0,2018
hip hop,houston rap,3,19569251.0,2018
atl trap,new orleans rap,1,19569251.0,2018
houston rap,new orleans rap,1,19569251.0,2018
new orleans rap,vapor trap,1,19569251.0,2018
houston rap,pop rap,4,19569251.0,2018
houston rap,rap,2,19569251.0,2018
houston rap,trap,2,19569251.0,2018
battle rap,hip hop,1,37498108.0,2018
battle rap,new orleans rap,1,37498108.0,2018
battle rap,pop rap,1,37498108.0,2018
battle rap,rap,1,37498108.0,2018
battle rap,trap,1,37498108.0,2018
bmore,edm,4,164832711.0,2018
bmore,house,2,164832711.0,2018
house,moombahton,2,164832711.0,2018
edm,ninja,4,164832711.0,2018
house,ninja,2,164832711.0,2018
electropop,k-pop,4,25295399.0,2018
indie electropop,k-pop,1,25295399.0,2018
indie poptimism,k-pop,3,25295399.0,2018
k-pop,k-pop girl group,1,25295399.0,2018
k-pop girl group,k-pop girl group,1,25295399.0,2018
k-pop,video game music,2,25295399.0,2018
electropop,video game music,2,25295399.0,2018
indie electropop,video game music,1,25295399.0,2018
indie poptimism,video game music,1,25295399.0,2018
dance pop,video game music,2,25295399.0,2018
conscious hip hop,emo rap,1,16861462.0,2018
uk dance,viral pop,1,16466009.0,2018
detroit hip hop,trap soul,1,6513207.0,2018
progressive house,swedish pop,2,74444766.0,2018
italian alternative,italian hip hop,3,5326485.0,2018
italian alternative,italian underground hip hop,1,5326485.0,2018
italian alternative,rap sardegna,1,5326485.0,2018
italian hip hop,italian pop,3,5326485.0,2018
italian pop,italian underground hip hop,1,5326485.0,2018
italian pop,rap sardegna,1,5326485.0,2018
italian underground hip hop,italian underground hip hop,2,5326485.0,2018
italian underground hip hop,rap sardegna,2,5326485.0,2018
italian hip hop,rap napoletano,8,5326485.0,2018
italian underground hip hop,rap napoletano,2,5326485.0,2018
rap napoletano,rap sardegna,2,5326485.0,2018
argentine hip hop,colombian pop,5,134144734.0,2018
colombian pop,trap argentino,10,134144734.0,2018
chicago rap,vapor trap,3,17417345.0,2018
album rock,glam rock,2,57620487.0,2018
album rock,rock,2,57620487.0,2018
art rock,glam rock,2,57620487.0,2018
art rock,rock,2,57620487.0,2018
classic rock,glam rock,2,57620487.0,2018
classic rock,rock,2,57620487.0,2018
dance rock,glam rock,2,57620487.0,2018
dance rock,rock,2,57620487.0,2018
glam rock,glam rock,2,57620487.0,2018
glam rock,permanent wave,2,57620487.0,2018
permanent wave,rock,2,57620487.0,2018
glam rock,protopunk,2,57620487.0,2018
protopunk,rock,2,57620487.0,2018
edm,girl group,1,48978682.0,2018
electro house,girl group,1,48978682.0,2018
electro house,talent show,1,48978682.0,2018
electropop,girl group,1,48978682.0,2018
girl group,pop edm,1,48978682.0,2018
pop edm,uk pop,5,48978682.0,2018
girl group,tropical house,1,48978682.0,2018
emo rap,french hip hop,1,4227364.0,2018
emo rap,pop urbaine,1,4227364.0,2018
emo rap,rap marseille,1,4227364.0,2018
french hip hop,rap,1,4227364.0,2018
pop urbaine,rap,1,4227364.0,2018
rap,rap marseille,1,4227364.0,2018
french hip hop,trap,1,4227364.0,2018
pop urbaine,trap,1,4227364.0,2018
rap marseille,trap,1,4227364.0,2018
alternative r&b,hip pop,1,3912138.0,2018
dance pop,indie r&b,2,3912138.0,2018
hip pop,indie r&b,1,3912138.0,2018
hip pop,new jersey rap,1,3912138.0,2018
new jersey rap,r&b,1,3912138.0,2018
hip pop,underground hip hop,1,3912138.0,2018
alternative r&b,hardcore hip hop,1,3912138.0,2018
alternative r&b,queens hip hop,2,3912138.0,2018
hardcore hip hop,indie r&b,1,3912138.0,2018
indie r&b,queens hip hop,1,3912138.0,2018
conscious hip hop,new jersey rap,1,3912138.0,2018
gangster rap,new jersey rap,1,3912138.0,2018
hardcore hip hop,new jersey rap,1,3912138.0,2018
new jersey rap,queens hip hop,1,3912138.0,2018
hardcore hip hop,underground hip hop,1,3912138.0,2018
queens hip hop,underground hip hop,13,3912138.0,2018
dance pop,hardcore hip hop,2,3912138.0,2018
east coast hip hop,queens hip hop,1,3912138.0,2018
conscious hip hop,hip pop,1,3912138.0,2018
east coast hip hop,hip pop,1,3912138.0,2018
hardcore hip hop,hip pop,1,3912138.0,2018
hip pop,queens hip hop,1,3912138.0,2018
hardcore hip hop,r&b,1,3912138.0,2018
g funk,queens hip hop,2,5633462.0,2018
alternative r&b,italian hip hop,1,5287257.0,2018
alternative r&b,italian underground hip hop,1,5287257.0,2018
alternative r&b,rap sardegna,1,5287257.0,2018
alabama rap,indie pop rap,1,28985911.0,2018
indie pop rap,vapor trap,1,28985911.0,2018
dirty south rap,indie pop rap,1,28985911.0,2018
indie pop rap,memphis hip hop,1,28985911.0,2018
alabama rap,dirty south rap,1,28985911.0,2018
alabama rap,gangster rap,1,28985911.0,2018
alabama rap,memphis hip hop,1,28985911.0,2018
alabama rap,southern hip hop,1,28985911.0,2018
alabama rap,trap,1,28985911.0,2018
dirty south rap,vapor trap,2,28985911.0,2018
gangster rap,vapor trap,1,28985911.0,2018
memphis hip hop,vapor trap,1,28985911.0,2018
albanian hip hop,kosovan pop,3,9053276.0,2018
german hip hop,kosovan pop,5,9053276.0,2018
kosovan pop,kosovan pop,3,9053276.0,2018
post-teen pop,uk contemporary r&b,3,464752858.0,2018
liquid funk,neo soul,3,464752858.0,2018
neo soul,uk funky,3,464752858.0,2018
liquid funk,uk contemporary r&b,3,464752858.0,2018
uk contemporary r&b,uk funky,3,464752858.0,2018
brostep,tropical house,4,603243524.0,2018
german cloud rap,latin,2,12424469.0,2018
german hip hop,latin,2,12424469.0,2018
latin,schweizer rap,2,12424469.0,2018
german cloud rap,reggaeton flow,2,12424469.0,2018
german hip hop,reggaeton flow,2,12424469.0,2018
reggaeton flow,schweizer rap,2,12424469.0,2018
german cloud rap,trap latino,2,12424469.0,2018
german hip hop,trap latino,2,12424469.0,2018
schweizer rap,trap latino,2,12424469.0,2018
ghanaian hip hop,post-teen pop,1,12428973.0,2018
post-teen pop,swedish dancehall,1,12428973.0,2018
electro house,ghanaian hip hop,1,12428973.0,2018
electro house,swedish dancehall,1,12428973.0,2018
ghanaian hip hop,moombahton,1,12428973.0,2018
moombahton,swedish dancehall,1,12428973.0,2018
ghanaian hip hop,pop rap,1,12428973.0,2018
pop rap,swedish dancehall,1,12428973.0,2018
edm,liquid funk,1,12428973.0,2018
electro house,liquid funk,1,12428973.0,2018
electro house,uk funky,1,12428973.0,2018
liquid funk,moombahton,1,12428973.0,2018
moombahton,uk dance,1,12428973.0,2018
moombahton,uk funky,1,12428973.0,2018
afro dancehall,liquid funk,1,12428973.0,2018
afropop,liquid funk,1,12428973.0,2018
ghanaian hip hop,liquid funk,1,12428973.0,2018
ghanaian hip hop,uk dance,1,12428973.0,2018
ghanaian hip hop,uk funky,1,12428973.0,2018
liquid funk,swedish dancehall,1,12428973.0,2018
swedish dancehall,uk dance,1,12428973.0,2018
swedish dancehall,uk funky,1,12428973.0,2018
adult standards,hip pop,2,27835728.0,2018
adult standards,pop,2,27835728.0,2018
adult standards,post-teen pop,2,27835728.0,2018
hip pop,modern country rock,2,27835728.0,2018
canadian contemporary r&b,house,2,311575501.0,2018
canadian pop,house,2,311575501.0,2018
canadian contemporary r&b,progressive house,2,311575501.0,2018
canadian pop,progressive house,2,311575501.0,2018
canadian contemporary r&b,uk dance,2,311575501.0,2018
canadian contemporary r&b,uk pop,2,311575501.0,2018
canadian pop,uk pop,4,311575501.0,2018
argentine hip hop,reggaeton flow,6,105208507.0,2018
deep euro house,viral pop,1,3821018.0,2018
deep house,viral pop,1,3821018.0,2018
german dance,viral pop,1,3821018.0,2018
italian hip hop,latin,1,5015564.0,2018
italian hip hop,latin hip hop,1,5015564.0,2018
italian hip hop,perreo,1,5015564.0,2018
italian hip hop,reggaeton,1,5015564.0,2018
italian hip hop,reggaeton flow,1,5015564.0,2018
italian hip hop,trap latino,1,5015564.0,2018
italian hip hop,tropical,1,5015564.0,2018
electropop,reggaeton,6,82039174.0,2018
afro dancehall,southern hip hop,1,4285014.0,2018
afropop,southern hip hop,1,4285014.0,2018
azonto,southern hip hop,1,4285014.0,2018
nigerian hip hop,southern hip hop,1,4285014.0,2018
nigerian pop,southern hip hop,1,4285014.0,2018
chicago rap,hip pop,3,34225530.0,2018
alternative r&b,nc hip hop,2,5158068.0,2018
atl hip hop,nc hip hop,11,5158068.0,2018
hip hop,nc hip hop,24,5158068.0,2018
melodic rap,nc hip hop,10,5158068.0,2018
nc hip hop,pop,2,5158068.0,2018
nc hip hop,pop rap,13,5158068.0,2018
nc hip hop,rap,41,5158068.0,2018
nc hip hop,trap,18,5158068.0,2018
hip pop,k-pop,1,22192073.0,2018
k-pop,queens hip hop,1,22192073.0,2018
hip pop,k-pop boy group,1,22192073.0,2018
k-pop boy group,pop,6,22192073.0,2018
k-pop boy group,post-teen pop,6,22192073.0,2018
k-pop boy group,queens hip hop,1,22192073.0,2018
afro house,gqom,1,8341150.0,2018
gqom,gqom,1,8341150.0,2018
gqom,kwaito house,1,8341150.0,2018
atl hip hop,chicago drill,1,5041350.0,2018
atl trap,chicago drill,1,5041350.0,2018
atl trap,drill,1,5041350.0,2018
canadian hip hop,chicago drill,1,5041350.0,2018
chicago drill,melodic rap,1,5041350.0,2018
chicago drill,pop rap,1,5041350.0,2018
chicago drill,toronto rap,1,5041350.0,2018
canadian hip hop,drill,1,5041350.0,2018
drill,toronto rap,1,5041350.0,2018
electropop,norwegian pop,1,21901856.0,2018
indie poptimism,norwegian pop,1,21901856.0,2018
dance pop,norwegian indie,1,21901856.0,2018
edm,norwegian indie,1,21901856.0,2018
electro house,norwegian indie,1,21901856.0,2018
norwegian indie,norwegian pop,1,21901856.0,2018
norwegian indie,pop,1,21901856.0,2018
norwegian indie,pop edm,1,21901856.0,2018
norwegian indie,tropical house,1,21901856.0,2018
norwegian pop,norwegian pop,1,21901856.0,2018
dutch house,viral pop,1,97962201.0,2018
dutch pop,viral pop,1,97962201.0,2018
basshall,post-teen pop,1,97962201.0,2018
basshall,viral pop,1,97962201.0,2018
basshall,dutch house,1,97962201.0,2018
basshall,dutch pop,1,97962201.0,2018
emo rap,meme rap,1,12077969.0,2018
meme rap,miami hip hop,2,12077969.0,2018
meme rap,rap,6,12077969.0,2018
meme rap,trap,2,12077969.0,2018
escape room,west coast rap,1,5600121.0,2018
crunk,post-teen pop,1,8813003.0,2018
crunk,talent show,1,8813003.0,2018
gangster rap,talent show,1,8813003.0,2018
memphis hip hop,talent show,1,8813003.0,2018
crunk,uk pop,1,8813003.0,2018
dirty south rap,uk pop,1,8813003.0,2018
gangster rap,uk pop,3,8813003.0,2018
memphis hip hop,uk pop,1,8813003.0,2018
brostep,talent show,1,8813003.0,2018
progressive electro house,talent show,1,8813003.0,2018
brostep,crunk,1,8813003.0,2018
crunk,progressive electro house,1,8813003.0,2018
brostep,dirty south rap,1,8813003.0,2018
dirty south rap,progressive electro house,1,8813003.0,2018
brostep,gangster rap,1,8813003.0,2018
gangster rap,progressive electro house,1,8813003.0,2018
brostep,memphis hip hop,1,8813003.0,2018
memphis hip hop,progressive electro house,1,8813003.0,2018
brostep,southern hip hop,1,8813003.0,2018
dirty south rap,trap soul,1,7988810.0,2018
chicago rap,rap rock,1,9418581.0,2018
rap,rap rock,3,9418581.0,2018
dfw rap,indie pop rap,1,58778680.0,2018
indie pop rap,melodic rap,2,58778680.0,2018
cali rap,indie pop rap,1,58778680.0,2018
cali rap,dfw rap,1,58778680.0,2018
dfw rap,gangster rap,2,58778680.0,2018
cali rap,melodic rap,7,58778680.0,2018
australian pop,candy pop,1,37581668.0,2018
candy pop,viral pop,1,37581668.0,2018
australian pop,metropopolis,1,37581668.0,2018
metropopolis,viral pop,1,37581668.0,2018
basshall,uk dancehall,1,38247111.0,2018
basshall,uk drill,1,38247111.0,2018
basshall,uk hip hop,1,38247111.0,2018
dance pop,uk drill,1,38247111.0,2018
pop,uk drill,1,38247111.0,2018
tropical house,uk drill,1,38247111.0,2018
uk dancehall,uk pop,1,38247111.0,2018
uk drill,uk pop,1,38247111.0,2018
bmore,hip hop,1,28911784.0,2018
bmore,pop rap,3,28911784.0,2018
bmore,southern hip hop,1,28911784.0,2018
moombahton,southern hip hop,1,28911784.0,2018
hip hop,ninja,1,28911784.0,2018
ninja,pop rap,3,28911784.0,2018
ninja,southern hip hop,1,28911784.0,2018
bmore,emo rap,1,28911784.0,2018
bmore,miami hip hop,1,28911784.0,2018
electropop,emo rap,1,28911784.0,2018
electropop,miami hip hop,1,28911784.0,2018
emo rap,moombahton,1,28911784.0,2018
miami hip hop,moombahton,1,28911784.0,2018
emo rap,ninja,1,28911784.0,2018
miami hip hop,ninja,1,28911784.0,2018
emo rap,tropical house,1,28911784.0,2018
east coast hip hop,philly rap,1,5949449.0,2018
dirty south rap,philly rap,1,5949449.0,2018
edm,nigerian hip hop,1,5300328.0,2018
edm,nigerian pop,1,5300328.0,2018
electro house,nigerian hip hop,1,5300328.0,2018
electro house,nigerian pop,1,5300328.0,2018
afro dancehall,house,1,5300328.0,2018
afropop,house,1,5300328.0,2018
azonto,house,1,5300328.0,2018
house,nigerian hip hop,1,5300328.0,2018
house,nigerian pop,1,5300328.0,2018
